UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),COM_REV (Thousand $),COM_SALES (MwH),IND_REV (Thousand $),IND_SALES (MwH),OTH_REV (Thousand $),OTH_SALES (MwH),TOT_REV (Thousand $),TOT_SALES (MwH)
213,Alaska Electric Light&Power Co,AK,1996,8,709,8247,241,3240,290,4705,305,4418,1545,20610
213,Alaska Electric Light&Power Co,AK,1996,9,762,8735,246,3217,287,4460,314,4425,1609,20837
213,Alaska Electric Light&Power Co,AK,1996,10,868,10280,253,3283,284,4358,332,4762,1737,22683
213,Alaska Electric Light&Power Co,AK,1996,11,1197,12245,325,3616,357,4794,418,5447,2297,26102
213,Alaska Electric Light&Power Co,AK,1996,12,1338,13661,340,3712,362,4767,417,5163,2457,27303
599,Anchorage City of,AK,1996,1,1463,15345,4538,58554,0,0,156,1953,6157,75852
599,Anchorage City of,AK,1996,2,1473,15464,4580,59629,0,0,115,1103,6168,76196
599,Anchorage City of,AK,1996,3,1260,12973,4388,56157,0,0,125,1132,5773,70262
599,Anchorage City of,AK,1996,4,1187,12046,4324,55324,0,0,122,978,5633,68348
599,Anchorage City of,AK,1996,5,1096,10977,4421,56640,0,0,117,767,5634,68384
599,Anchorage City of,AK,1996,6,1043,10366,4331,54911,0,0,131,912,5505,66189
599,Anchorage City of,AK,1996,7,958,9498,4051,50506,0,0,123,618,5132,60622
599,Anchorage City of,AK,1996,8,1011,10140,4346,56062,0,0,99,180,5456,66382
599,Anchorage City of,AK,1996,9,1084,10989,4333,56373,0,0,103,385,5520,67747
599,Anchorage City of,AK,1996,10,1129,11548,4225,54773,0,0,143,1447,5497,67768
599,Anchorage City of,AK,1996,11,1252,13040,4329,55915,0,0,119,1023,5700,69978
599,Anchorage City of,AK,1996,12,1376,15636,4197,61991,0,0,109,1098,5682,78725
689,Anoka Electric Coop,MN,1996,1,5145,72779,1749,32264,267,6135,74,670,7235,111848
689,Anoka Electric Coop,MN,1996,2,4340,61720,1679,31138,261,6437,61,611,6341,99906
689,Anoka Electric Coop,MN,1996,3,4562,63486,1627,30297,282,6442,69,695,6540,100920
689,Anoka Electric Coop,MN,1996,4,3876,52665,1379,28823,251,5941,58,592,5564,88021
689,Anoka Electric Coop,MN,1996,5,3875,47709,1777,32229,265,5900,73,783,5990,86621
689,Anoka Electric Coop,MN,1996,6,4815,61810,2240,36489,299,6532,76,906,7430,105737
689,Anoka Electric Coop,MN,1996,7,5571,67386,2578,35227,273,5663,236,3213,8658,111489
689,Anoka Electric Coop,MN,1996,8,5537,70868,2558,38466,269,6054,241,3870,8605,119258
689,Anoka Electric Coop,MN,1996,9,4579,57396,1965,33784,281,5852,240,3495,7065,100527
689,Anoka Electric Coop,MN,1996,10,4396,56935,1530,28775,279,6268,120,1721,6325,93699
689,Anoka Electric Coop,MN,1996,11,3873,58758,1678,37214,294,7132,19,681,5864,103785
689,Anoka Electric Coop,MN,1996,12,5132,72178,2010,36672,294,6629,82,714,7518,116193
727,Appalachian Electric Coop,TN,1996,1,3634,63811,920,14249,437,10680,11,185,5002,88925
727,Appalachian Electric Coop,TN,1996,2,3644,64005,898,13794,430,10305,10,162,4982,88266
727,Appalachian Electric Coop,TN,1996,3,2710,45947,828,12373,404,10491,10,143,3952,68954
727,Appalachian Electric Coop,TN,1996,4,2391,39793,816,12253,413,9948,10,152,3630,62146
727,Appalachian Electric Coop,TN,1996,5,1853,29505,817,12373,421,9957,9,129,3100,51964
727,Appalachian Electric Coop,TN,1996,6,2044,33148,872,13220,408,9235,9,122,3333,55725
727,Appalachian Electric Coop,TN,1996,7,2443,40734,932,14573,436,10086,9,136,3820,65529
727,Appalachian Electric Coop,TN,1996,8,2356,39030,935,14684,454,10948,9,140,3754,64802
727,Appalachian Electric Coop,TN,1996,9,2163,35353,885,13677,407,9072,10,163,3465,58265
727,Appalachian Electric Coop,TN,1996,10,1721,26931,778,11480,374,8383,11,171,2884,46965
727,Appalachian Electric Coop,TN,1996,11,2213,36228,827,12418,327,6977,12,184,3379,55807
727,Appalachian Electric Coop,TN,1996,12,2938,50152,871,13268,299,6592,16,296,4124,70308
733,Appalachian Power Co,VA,1996,1,35241,684334,11120,240378,15009,412581,2751,55904,64121,1393197
733,Appalachian Power Co,WV,1996,1,32800,612791,14930,283926,15042,401902,258,3750,63030,1302369
733,Appalachian Power Co,VA,1996,2,31577,596612,10205,211073,15193,424119,2566,51117,59541,1282921
733,Appalachian Power Co,WV,1996,2,28513,523692,13438,242934,14626,372308,243,2947,56820,1141881
733,Appalachian Power Co,VA,1996,3,28237,538309,10498,222075,16608,475082,2815,55424,58158,1290890
733,Appalachian Power Co,WV,1996,3,26160,463783,14617,262377,15736,401201,252,3049,56765,1130410
733,Appalachian Power Co,VA,1996,4,21893,388138,8972,189326,15144,434795,2307,45139,48316,1057398
733,Appalachian Power Co,WV,1996,4,18624,323304,11472,207886,14535,394031,241,2509,44872,927730
733,Appalachian Power Co,VA,1996,5,20122,323215,10428,213505,17063,493452,2485,48293,50098,1078465
733,Appalachian Power Co,WV,1996,5,19175,312524,14793,258805,14459,351247,256,2579,48683,925155
733,Appalachian Power Co,VA,1996,6,22099,375591,10541,228302,17139,466781,2565,50873,52344,1121547
733,Appalachian Power Co,WV,1996,6,19402,326182,14012,259363,14591,386396,246,2250,48251,974191
733,Appalachian Power Co,VA,1996,7,23922,431382,10613,236797,15752,439554,2030,39977,52317,1147710
733,Appalachian Power Co,WV,1996,7,22048,384909,13927,264252,13582,351510,242,2336,49799,1003007
733,Appalachian Power Co,VA,1996,8,22315,393730,10602,230770,17950,514016,2215,43401,53082,1181917
733,Appalachian Power Co,WV,1996,8,21472,366949,14652,270976,15372,401759,247,2544,51743,1042228
733,Appalachian Power Co,VA,1996,9,18947,325253,9377,205657,15533,452530,2512,44726,46369,1028166
733,Appalachian Power Co,WV,1996,9,17499,296998,12707,237985,13200,361372,245,2677,43651,899032
733,Appalachian Power Co,VA,1996,10,19741,323154,9599,198134,17669,508555,2795,51475,49804,1081318
733,Appalachian Power Co,WV,1996,10,17250,280436,13430,236800,15666,417424,257,3243,46603,937903
733,Appalachian Power Co,VA,1996,11,25648,454650,10188,210619,17448,483171,2749,51033,56033,1199473
733,Appalachian Power Co,WV,1996,11,21688,391988,12990,240819,14739,403994,249,3412,49666,1040213
733,Appalachian Power Co,VA,1996,12,31422,616811,9729,217478,14289,429945,1272,52458,56712,1316692
733,Appalachian Power Co,WV,1996,12,26505,519405,11924,240418,12076,357094,239,3482,50744,1120399
803,Arizona Public Service Co,AZ,1996,1,52719,595691,48508,605452,12891,245614,946,6415,115064,1453172
803,Arizona Public Service Co,AZ,1996,2,46834,515671,47752,584771,13250,246930,960,6635,108796,1354007
803,Arizona Public Service Co,AZ,1996,3,43581,470692,47602,588338,13513,254881,966,6637,105662,1320548
803,Arizona Public Service Co,AZ,1996,4,40312,425736,48936,605681,13955,255193,915,6999,104118,1293609
803,Arizona Public Service Co,AZ,1996,5,53477,510580,54068,658823,14494,271627,1019,7820,123058,1448850
803,Arizona Public Service Co,AZ,1996,6,69008,672900,64760,742559,15279,271312,904,6575,149951,1693346
803,Arizona Public Service Co,AZ,1996,7,87739,893502,68758,816348,15741,283458,808,6808,173046,2000116
803,Arizona Public Service Co,AZ,1996,8,88988,918585,68274,819590,15867,289120,1135,8452,174264,2035747
803,Arizona Public Service Co,AZ,1996,9,85457,885912,68929,829307,15315,276066,900,6873,170601,1998158
803,Arizona Public Service Co,AZ,1996,10,62492,631029,62228,737284,14619,260167,929,7100,140268,1635580
803,Arizona Public Service Co,AZ,1996,11,43405,481764,49734,630953,13163,250901,1003,7111,107305,1370729
803,Arizona Public Service Co,AZ,1996,12,47207,539378,48197,614656,13044,255863,914,6937,109362,1416834
814,Arkansas Power & Light Co,AR,1996,1,50405,585392,25296,350559,26603,514020,1408,19282,103712,1469253
814,Arkansas Power & Light Co,AR,1996,2,43151,541874,22459,332919,24740,506633,1312,18692,91662,1400118
814,Arkansas Power & Light Co,AR,1996,3,38667,443678,22835,312535,26397,504746,1355,18069,89254,1279028
814,Arkansas Power & Light Co,AR,1996,4,34781,402740,21421,305207,25417,493846,1219,17299,82838,1219092
814,Arkansas Power & Light Co,AR,1996,5,33397,360340,24366,327704,27583,515616,1311,18936,86657,1222596
814,Arkansas Power & Light Co,AR,1996,6,50067,510984,31577,404917,34242,556643,1601,20846,117487,1493390
814,Arkansas Power & Light Co,AR,1996,7,63618,671350,33857,448698,37357,582642,1647,22575,136479,1725265
814,Arkansas Power & Light Co,AR,1996,8,65801,690409,34827,459658,37912,590256,1677,22060,140217,1762383
814,Arkansas Power & Light Co,AR,1996,9,57553,609011,33754,444842,34386,585839,1643,22072,127336,1661764
814,Arkansas Power & Light Co,AR,1996,10,36716,405557,26655,371530,32510,570612,1319,19054,97200,1366753
814,Arkansas Power & Light Co,AR,1996,11,32501,352371,23062,310839,29968,553302,1191,17348,86722,1233860
814,Arkansas Power & Light Co,AR,1996,12,39444,449119,23218,320950,27828,512995,1305,17914,91795,1300978
817,Arkansas Valley Elec Coop Corp,AR,1996,1,2865,47192,311,4980,162,14647,37,558,3375,67377
817,Arkansas Valley Elec Coop Corp,AR,1996,2,276,49171,329,6040,414,15754,40,683,1059,71648
817,Arkansas Valley Elec Coop Corp,AR,1996,3,2106,36908,291,5360,406,14819,31,494,2834,57581
817,Arkansas Valley Elec Coop Corp,AR,1996,4,2158,36385,315,6101,440,14780,31,478,2944,57744
817,Arkansas Valley Elec Coop Corp,AR,1996,5,1842,29373,320,5894,450,14978,30,453,2642,50698
817,Arkansas Valley Elec Coop Corp,AR,1996,6,2215,38959,345,6596,452,15218,35,557,3047,61330
817,Arkansas Valley Elec Coop Corp,AR,1996,7,2974,47734,387,6434,472,15110,42,624,3875,69902
817,Arkansas Valley Elec Coop Corp,AR,1996,8,3199,52368,402,6908,522,15493,46,706,4169,75475
817,Arkansas Valley Elec Coop Corp,AR,1996,9,2736,44368,420,7201,507,2580,49,752,3712,54901
817,Arkansas Valley Elec Coop Corp,AR,1996,10,2293,34265,344,5802,512,15336,37,537,3186,55940
817,Arkansas Valley Elec Coop Corp,AR,1996,11,2178,32484,357,5889,521,15744,35,480,3091,54597
817,Arkansas Valley Elec Coop Corp,AR,1996,12,2520,39475,337,5477,494,14901,33,485,3384,60338
963,Atlantic City Electric Company,NJ,1996,1,43962,370450,29639,287923,7921,91722,977,5394,82499,755489
963,Atlantic City Electric Company,NJ,1996,2,41371,348894,28661,281480,9472,97274,929,4915,80433,732563
963,Atlantic City Electric Company,NJ,1996,3,37723,314710,27828,270313,7931,93245,954,4460,74436,682728
963,Atlantic City Electric Company,NJ,1996,4,33163,272830,26864,259134,8524,97322,913,3780,69464,633066
963,Atlantic City Electric Company,NJ,1996,5,27849,224122,26956,259293,8841,104259,954,3594,64600,591268
963,Atlantic City Electric Company,NJ,1996,6,34097,266350,32085,295413,9188,102426,923,3291,76293,667480
963,Atlantic City Electric Company,NJ,1996,7,43418,323439,36939,333655,9652,104164,963,3535,90972,764793
963,Atlantic City Electric Company,NJ,1996,8,44983,330115,37062,327954,9794,103610,963,3804,92802,765483
963,Atlantic City Electric Company,NJ,1996,9,46983,343603,38773,340505,10072,105204,928,4031,96756,793343
963,Atlantic City Electric Company,NJ,1996,10,31325,236036,31513,285610,9845,115270,962,4540,73645,641456
963,Atlantic City Electric Company,NJ,1996,11,32594,258112,29475,273692,8984,104677,940,4850,71993,641331
963,Atlantic City Electric Company,NJ,1996,12,36901,298689,29148,278725,8234,94831,977,5292,75260,677537
1130,Baker Electric Coop Inc,ND,1996,1,726,12442,102,1506,86,1765,26,643,940,16356
1130,Baker Electric Coop Inc,ND,1996,2,744,13252,105,1546,94,1875,28,820,971,17493
1130,Baker Electric Coop Inc,ND,1996,3,667,11571,102,1511,88,1833,34,744,891,15659
1130,Baker Electric Coop Inc,ND,1996,4,624,10640,94,1335,83,1814,29,594,830,14383
1130,Baker Electric Coop Inc,ND,1996,5,527,8046,87,1189,80,1758,40,844,734,11837
1130,Baker Electric Coop Inc,ND,1996,6,497,6624,110,1516,80,1798,39,846,726,10784
1130,Baker Electric Coop Inc,ND,1996,7,422,4797,93,1135,76,1879,45,860,636,8671
1130,Baker Electric Coop Inc,ND,1996,8,397,4319,74,859,76,1690,45,820,592,7688
1130,Baker Electric Coop Inc,ND,1996,9,441,5543,82,973,60,1323,47,970,630,8809
1130,Baker Electric Coop Inc,ND,1996,10,529,8443,79,971,76,1609,50,972,734,11995
1130,Baker Electric Coop Inc,ND,1996,11,687,11481,101,1437,88,1959,75,1511,951,16388
1130,Baker Electric Coop Inc,ND,1996,12,788,10780,98,1411,96,1981,56,1325,1038,15497
1167,Baltimore Gas & Electric Co,MD,1996,1,95789,1258991,63333,1082244,15180,381442,3083,34533,177385,2757210
1167,Baltimore Gas & Electric Co,MD,1996,2,87491,1144066,57298,959127,14562,365772,3189,38669,162540,2507634
1167,Baltimore Gas & Electric Co,MD,1996,3,80841,1036040,61401,1019225,16046,397513,3114,33501,161402,2486279
1167,Baltimore Gas & Electric Co,MD,1996,4,63426,782014,53800,898732,14530,365397,3090,29320,134846,2075463
1167,Baltimore Gas & Electric Co,MD,1996,5,65935,719223,62054,969184,15878,385904,3070,27612,146937,2101923
1167,Baltimore Gas & Electric Co,MD,1996,6,90018,911349,86373,1020447,21990,400331,3270,25285,201651,2357412
1167,Baltimore Gas & Electric Co,MD,1996,7,97637,981862,97196,1132346,21468,370108,3290,26306,219591,2510622
1167,Baltimore Gas & Electric Co,MD,1996,8,97650,975428,100852,1174920,24179,423629,3260,28787,225941,2602764
1167,Baltimore Gas & Electric Co,MD,1996,9,74616,815326,80689,1014600,20804,383801,3289,29196,179398,2242923
1167,Baltimore Gas & Electric Co,MD,1996,10,57808,698435,60372,994204,15743,373423,2934,32997,136857,2099059
1167,Baltimore Gas & Electric Co,MD,1996,11,69453,873207,60186,936466,15613,372441,2911,32966,148163,2215080
1167,Baltimore Gas & Electric Co,MD,1996,12,78071,1047265,40274,1011878,11587,375630,3014,38544,132946,2473317
1179,Bangor Hydro-Electric Co,ME,1996,1,6661,55316,4958,45246,3732,52601,173,776,15524,153939
1179,Bangor Hydro-Electric Co,ME,1996,2,6184,51012,4774,43233,3547,47979,171,771,14676,142995
1179,Bangor Hydro-Electric Co,ME,1996,3,5895,48636,4444,41646,3744,52399,172,772,14255,143453
1179,Bangor Hydro-Electric Co,ME,1996,4,5576,45562,4026,38697,3549,54438,171,772,13322,139469
1179,Bangor Hydro-Electric Co,ME,1996,5,5091,40319,4084,39841,3370,54072,171,770,12716,135002
1179,Bangor Hydro-Electric Co,ME,1996,6,5190,40615,4206,40284,3424,57512,172,774,12992,139185
1179,Bangor Hydro-Electric Co,ME,1996,7,5395,42272,4683,45358,3800,64189,168,747,14046,152566
1179,Bangor Hydro-Electric Co,ME,1996,8,5204,40772,4542,43683,3805,57899,170,741,13721,143095
1179,Bangor Hydro-Electric Co,ME,1996,9,5215,40821,4843,46975,3156,50843,139,543,13353,139182
1179,Bangor Hydro-Electric Co,ME,1996,10,5110,40092,4237,39418,3585,57796,199,892,13131,138198
1179,Bangor Hydro-Electric Co,ME,1996,11,5376,42958,4241,40192,3274,49996,169,718,13060,133864
1179,Bangor Hydro-Electric Co,ME,1996,12,5908,48115,4806,43789,3810,52332,156,668,14680,144904
1613,Berkeley Electric Coop Inc,SC,1996,1,5899,88458,597,8380,306,6060,229,3390,7031,106288
1613,Berkeley Electric Coop Inc,SC,1996,2,5633,82468,599,8279,315,6044,248,3623,6795,100414
1613,Berkeley Electric Coop Inc,SC,1996,3,5064,65824,604,7679,353,5943,240,3246,6261,82692
1613,Berkeley Electric Coop Inc,SC,1996,4,3949,56898,495,7132,282,5731,187,2773,4913,72534
1613,Berkeley Electric Coop Inc,SC,1996,5,4543,51225,647,7425,396,6083,247,2970,5833,67703
1613,Berkeley Electric Coop Inc,SC,1996,6,5111,67336,713,9306,397,7754,242,3468,6463,87864
1613,Berkeley Electric Coop Inc,SC,1996,7,5447,79362,709,10090,371,8204,181,2945,6708,100601
1613,Berkeley Electric Coop Inc,SC,1996,8,5137,84789,641,10252,296,8045,164,3162,6238,106248
1613,Berkeley Electric Coop Inc,SC,1996,9,4677,75913,622,10017,296,8322,196,3540,5791,97792
1613,Berkeley Electric Coop Inc,SC,1996,10,3826,55854,564,8675,313,7142,219,3528,4922,75199
1613,Berkeley Electric Coop Inc,SC,1996,11,4518,51866,631,7439,396,6050,255,3181,5800,68536
1613,Berkeley Electric Coop Inc,SC,1996,12,5730,67675,672,7798,444,6960,262,3257,7108,85690
1738,Bonneville Power Admin,MT,1996,1,0,0,0,0,6051,226451,0,0,6051,226451
1738,Bonneville Power Admin,OR,1996,1,0,0,0,0,8173,303076,18,563,8191,303639
1738,Bonneville Power Admin,WA,1996,1,0,0,0,0,34829,1354621,2492,80935,37321,1435556
1738,Bonneville Power Admin,MT,1996,2,0,0,0,0,5801,212599,0,0,5801,212599
1738,Bonneville Power Admin,OR,1996,2,0,0,0,0,7755,280824,22,654,7777,281478
1738,Bonneville Power Admin,WA,1996,2,0,0,0,0,33665,1267728,2300,73334,35965,1341062
1738,Bonneville Power Admin,MT,1996,3,0,0,0,0,6067,227404,0,0,6067,227404
1738,Bonneville Power Admin,OR,1996,3,0,0,0,0,8144,302019,18,498,8162,302517
1738,Bonneville Power Admin,WA,1996,3,0,0,0,0,34748,1346227,2152,69155,36900,1415382
1738,Bonneville Power Admin,MT,1996,4,0,0,0,0,2518,92916,0,0,2518,92916
1738,Bonneville Power Admin,OR,1996,4,0,0,0,0,7057,299717,12,435,7069,300152
1738,Bonneville Power Admin,WA,1996,4,0,0,0,0,17044,804544,1628,65998,18672,870542
1738,Bonneville Power Admin,MT,1996,5,0,0,0,0,2564,96440,0,0,2564,96440
1738,Bonneville Power Admin,OR,1996,5,0,0,0,0,7163,309575,10,340,7173,309915
1738,Bonneville Power Admin,WA,1996,5,0,0,0,0,17408,874175,1575,63483,18983,937658
1738,Bonneville Power Admin,MT,1996,6,0,0,0,0,2561,94195,0,0,2561,94195
1738,Bonneville Power Admin,OR,1996,6,0,0,0,0,6842,307414,7,243,6849,307657
1738,Bonneville Power Admin,WA,1996,6,0,0,0,0,16833,823239,1548,61842,18381,885081
1738,Bonneville Power Admin,MT,1996,7,0,0,0,0,2464,97133,0,0,2464,97133
1738,Bonneville Power Admin,OR,1996,7,0,0,0,0,6823,315016,6,183,6829,315199
1738,Bonneville Power Admin,WA,1996,7,0,0,0,0,17289,854410,1606,65010,18895,919420
1738,Bonneville Power Admin,MT,1996,8,0,0,0,0,2436,96312,0,0,2436,96312
1738,Bonneville Power Admin,OR,1996,8,0,0,0,0,6879,315890,6,200,6885,316090
1738,Bonneville Power Admin,WA,1996,8,0,0,0,0,16783,812485,1566,63426,18349,875911
1738,Bonneville Power Admin,MT,1996,9,0,0,0,0,2187,92978,0,0,2187,92978
1738,Bonneville Power Admin,OR,1996,9,0,0,0,0,6183,281651,7,206,6190,281857
1738,Bonneville Power Admin,WA,1996,9,0,0,0,0,15863,785057,1968,63129,17831,848186
1738,Bonneville Power Admin,MT,1996,10,0,0,0,0,3693,155550,0,0,3693,155550
1738,Bonneville Power Admin,OR,1996,10,0,0,0,0,5228,239854,10,272,5238,240126
1738,Bonneville Power Admin,WA,1996,10,0,0,0,0,17560,767700,1742,66723,19302,834423
1738,Bonneville Power Admin,MT,1996,11,0,0,0,0,3565,149832,0,0,3565,149832
1738,Bonneville Power Admin,OR,1996,11,0,0,0,0,5153,239537,11,480,5164,240017
1738,Bonneville Power Admin,WA,1996,11,0,0,0,0,16990,739533,1714,72028,18704,811561
1738,Bonneville Power Admin,MT,1996,12,0,0,0,0,3696,155732,0,0,3696,155732
1738,Bonneville Power Admin,OR,1996,12,0,0,0,0,5426,250065,13,563,5439,250628
1738,Bonneville Power Admin,WA,1996,12,0,0,0,0,17457,767954,1939,81669,19396,849623
1796,Blackstone Valley Electric Co,RI,1996,1,4634,39353,3411,33657,3521,37672,169,1188,11735,111870
1796,Blackstone Valley Electric Co,RI,1996,2,4336,36873,3208,31429,3713,40438,166,974,11423,109714
1796,Blackstone Valley Electric Co,RI,1996,3,4097,34728,3137,30514,3620,39411,165,948,11019,105601
1796,Blackstone Valley Electric Co,RI,1996,4,3689,31096,2999,29184,3597,39625,163,787,10448,100692
1796,Blackstone Valley Electric Co,RI,1996,5,3455,28973,2960,28608,3622,39772,162,695,10199,98048
1796,Blackstone Valley Electric Co,RI,1996,6,3670,30581,3173,30414,3679,40111,161,611,10683,101717
1796,Blackstone Valley Electric Co,RI,1996,7,4120,34203,3420,32741,3413,36265,164,659,11117,103868
1796,Blackstone Valley Electric Co,RI,1996,8,4254,35981,3449,33948,3670,40682,163,754,11536,111365
1796,Blackstone Valley Electric Co,RI,1996,9,4260,36074,3534,34834,3608,40104,164,852,11566,111864
1796,Blackstone Valley Electric Co,RI,1996,10,3663,30830,2985,28829,3569,39610,167,1014,10384,100283
1796,Blackstone Valley Electric Co,RI,1996,11,3720,31362,2923,28400,3467,37460,167,1085,10277,98307
1796,Blackstone Valley Electric Co,RI,1996,12,4470,38240,3132,30830,3481,38349,168,1179,11251,108598
1998,Boston Edison Co,MA,1996,1,44177,373311,59074,695044,9768,114100,2158,13546,115177,1196001
1998,Boston Edison Co,MA,1996,2,39516,317620,57807,625159,10918,139398,2059,11889,110300,1094066
1998,Boston Edison Co,MA,1996,3,39875,327213,57704,658180,8709,101912,2019,11295,108307,1098600
1998,Boston Edison Co,MA,1996,4,34566,271560,54839,577423,10686,123488,1960,9928,102051,982399
1998,Boston Edison Co,MA,1996,5,34072,256797,55394,596016,11373,132482,1937,9184,102776,994479
1998,Boston Edison Co,MA,1996,6,34586,273023,83070,632247,17498,160187,1957,8976,137111,1074433
1998,Boston Edison Co,MA,1996,7,40276,319358,93445,724282,15319,126890,1920,8837,150960,1179367
1998,Boston Edison Co,MA,1996,8,37922,288914,94380,736518,17890,155816,1964,9400,152156,1190648
1998,Boston Edison Co,MA,1996,9,33672,248017,86773,649443,14723,126461,2005,10295,137173,1034216
1998,Boston Edison Co,MA,1996,10,35618,275752,58756,625854,10440,126733,2059,11436,106873,1039775
1998,Boston Edison Co,MA,1996,11,35413,270850,62520,645108,10637,119750,2169,12630,110739,1048338
1998,Boston Edison Co,MA,1996,12,41400,327585,62304,670384,10480,120412,2223,13263,116407,1131644
2008,City of Boulder City,NV,1996,1,265,6753,150,3032,0,0,0,0,415,9785
2008,City of Boulder City,NV,1996,2,225,5693,124,2390,0,0,0,0,349,8083
2008,City of Boulder City,NV,1996,3,202,5096,143,2826,0,0,0,0,345,7922
2008,City of Boulder City,NV,1996,4,197,4942,127,2453,0,0,0,0,324,7395
2008,City of Boulder City,NV,1996,5,314,8123,170,3336,0,0,0,0,484,11459
2008,City of Boulder City,NV,1996,6,406,10414,202,4044,0,0,0,0,608,14458
2008,City of Boulder City,NV,1996,7,454,11611,180,3585,0,0,0,0,634,15196
2008,City of Boulder City,NV,1996,8,536,13623,217,4396,0,0,0,0,753,18019
2008,City of Boulder City,NV,1996,9,322,8338,214,4299,0,0,0,0,536,12637
2008,City of Boulder City,NV,1996,10,267,6901,169,3379,0,0,0,0,436,10280
2008,City of Boulder City,NV,1996,11,210,5300,138,2740,0,0,0,0,348,8040
2008,City of Boulder City,NV,1996,12,264,6691,133,2635,0,0,0,0,397,9326
2010,Bountiful City Light & Power,UT,1996,1,586,10348,202,3784,127,3930,161,2760,1076,20822
2010,Bountiful City Light & Power,UT,1996,2,561,9905,218,4311,149,4435,172,3077,1100,21728
2010,Bountiful City Light & Power,UT,1996,3,460,8052,193,3594,146,4365,152,2434,951,18445
2010,Bountiful City Light & Power,UT,1996,4,508,8925,220,4252,151,4555,173,2971,1052,20703
2010,Bountiful City Light & Power,UT,1996,5,421,7344,214,3938,146,4657,171,2717,952,18656
2010,Bountiful City Light & Power,UT,1996,6,555,9768,245,4610,142,4515,157,2560,1099,21453
2010,Bountiful City Light & Power,UT,1996,7,723,12821,282,5483,143,4582,181,3025,1329,25911
2010,Bountiful City Light & Power,UT,1996,8,674,11933,272,5186,143,4570,182,2992,1271,24681
2010,Bountiful City Light & Power,UT,1996,9,531,9333,260,4874,150,4500,183,2919,1124,21626
2010,Bountiful City Light & Power,UT,1996,10,481,8370,239,4388,147,4777,176,2815,1043,20350
2010,Bountiful City Light & Power,UT,1996,11,515,9073,237,4469,144,4321,169,2875,1065,20738
2010,Bountiful City Light & Power,UT,1996,12,528,9305,226,4300,119,3618,161,2721,1034,19944
2247,Bristol City of,TN,1996,1,3128,58472,305,5012,1357,29869,72,712,4862,94065
2247,Bristol City of,TN,1996,2,2921,54625,282,4794,1410,31615,60,710,4673,91744
2247,Bristol City of,TN,1996,3,2304,42767,257,4022,1348,29769,60,723,3969,77281
2247,Bristol City of,TN,1996,4,2019,37411,252,4056,1338,29532,63,741,3672,71740
2247,Bristol City of,TN,1996,5,1362,24770,231,3695,1335,30114,63,745,2991,59324
2247,Bristol City of,TN,1996,6,1468,26804,269,4394,1397,30687,63,734,3197,62619
2247,Bristol City of,TN,1996,7,1628,29887,281,4589,1401,30904,63,744,3373,66124
2247,Bristol City of,TN,1996,8,1517,27722,271,4420,1448,32866,63,752,3299,65760
2247,Bristol City of,TN,1996,9,1470,26846,256,4179,1442,33092,63,750,3231,64867
