UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),RES_CONS ,COM_REV (Thousand $),COM_SALES (MwH),COM_CONS,IND_REV (Thousand $),IND_SALES (MwH),IND_CONS,OTH_REV (Thousand $),OTH_SALES (MwH),OTH_CONS,TOT_REV (Thousand $),TOT_SALES (MwH),TOT_CONS
261,Alcoa Generating Corp,IN,2001,12,,,,,,,8411,227135,1,,,,8411,227135,1
392,Alpena Power Co,MI,2001,1,719,8516,13402,707,9608,3521,302,6036,5,,,,1728,24160,16928
392,Alpena Power Co,MI,2001,2,626,7370,13669,644,8673,3266,306,6063,5,0,0,0,1576,22106,16940
392,Alpena Power Co,MI,2001,3,601,6840,13667,682,9240,3294,290,5905,5,,,,1573,21985,16966
392,Alpena Power Co,MI,2001,4,577,6901,13639,659,9291,3419,389,7390,5,,,,1625,23582,17063
392,Alpena Power Co,MI,2001,5,536,6085,13682,684,9271,3414,368,7088,5,,,,1588,22444,17101
392,Alpena Power Co,MI,2001,6,504,6050,13704,691,9825,3425,422,8118,5,,,,1617,23993,17134
392,Alpena Power Co,MI,2001,7,563,6445,13713,786,10523,3570,426,8372,6,,,,1775,25340,17289
392,Alpena Power Co,MI,2001,8,604,7437,13733,711,10088,3577,516,8667,5,,,,1831,26192,17315
392,Alpena Power Co,MI,2001,9,523,6226,13722,630,8698,3453,359,8754,5,,,,1512,23678,17180
392,Alpena Power Co,MI,2001,10,641,7513,13756,680,9435,3473,424,9735,5,,,,1745,26683,17234
392,Alpena Power Co,MI,2001,11,574,6791,13720,639,8895,3468,342,7298,5,,,,1555,22984,17193
392,Alpena Power Co,MI,2001,12,761,8949,13706,697,9340,3470,317,6933,5,,,,1775,25222,17181
409,Arctic Utilities Inc,AK,2001,1,,,,407,2137,61,,,,,,,407,2137,61
409,Arctic Utilities Inc,AK,2001,2,,,,407,2137,61,,,,,,,407,2137,61
409,Arctic Utilities Inc,AK,2001,3,,,,346,2118,53,,,,,,,346,2118,53
409,Arctic Utilities Inc,AK,2001,4,,,,415,2545,53,,,,,,,415,2545,53
409,Arctic Utilities Inc,AK,2001,5,,,,331,2016,53,,,,,,,331,2016,53
409,Arctic Utilities Inc,AK,2001,6,,,,281,1703,53,,,,,,,281,1703,53
409,Arctic Utilities Inc,AK,2001,7,,,,283,1716,99,,,,,,,283,1716,99
409,Arctic Utilities Inc,AK,2001,8,,,,288,1745,1,,,,,,,288,1745,1
409,Arctic Utilities Inc,AK,2001,9,,,,344,2061,93,,,,,,,344,2061,93
409,Arctic Utilities Inc,AK,2001,10,,,,316,1922,98,,,,,,,316,1922,98
409,Arctic Utilities Inc,AK,2001,11,,,,441,2633,98,,,,,,,441,2633,98
409,Arctic Utilities Inc,AK,2001,12,,,,306,1980,80,,,,,,,306,1980,80
471,Amana Society Service Co,IA,2001,1,34,523,679,33,610,165,276,6103,1,0,16,1,343,7252,846
471,Amana Society Service Co,IA,2001,2,38,612,679,36,676,165,282,6379,1,1,19,1,357,7686,846
471,Amana Society Service Co,IA,2001,3,33,510,679,36,702,165,264,5883,1,1,15,1,334,7110,846
471,Amana Society Service Co,IA,2001,4,31,462,679,37,711,165,272,6090,1,,13,1,340,7276,846
471,Amana Society Service Co,IA,2001,5,32,492,679,44,879,165,351,6819,1,,11,1,427,8201,846
471,Amana Society Service Co,IA,2001,6,54,627,684,67,904,167,351,6701,1,,10,1,472,8242,853
471,Amana Society Service Co,IA,2001,7,74,906,687,80,1121,170,371,5683,1,,10,1,525,7720,859
471,Amana Society Service Co,IA,2001,8,68,832,687,75,1027,170,465,7672,1,1,12,1,609,9543,859
471,Amana Society Service Co,IA,2001,9,40,499,688,54,794,170,328,5475,1,1,13,1,423,6781,860
471,Amana Society Service Co,IA,2001,10,45,526,681,60,878,170,193,2967,1,1,15,1,299,4386,853
471,Amana Society Service Co,IA,2001,11,32,479,681,40,777,170,265,4925,1,0,17,1,337,6198,853
471,Amana Society Service Co,IA,2001,12,38,604,688,39,778,170,267,5973,1,0,18,1,344,7373,860
599,Anchorage Mun Light and Power,AK,2001,1,1450,15821,23583,4599,64230,5929,,,,100,839,4270,6149,80890,33782
599,Anchorage Mun Light and Power,AK,2001,2,1288,13836,23686,4542,62398,5949,,,,104,905,4292,5934,77139,33927
599,Anchorage Mun Light and Power,AK,2001,3,1138,12007,23690,4227,56251,5960,,,,123,1228,4275,5488,69486,33925
599,Anchorage Mun Light and Power,AK,2001,4,1172,12604,23761,4283,59829,5968,,,,116,1004,4271,5571,73437,34000
599,Anchorage Mun Light and Power,AK,2001,5,1042,10999,23752,4025,54571,5919,,,,116,882,4267,5183,66452,33938
599,Anchorage Mun Light and Power,AK,2001,6,1023,10743,23896,4442,61761,5951,,,,113,672,4263,5578,73176,34110
599,Anchorage Mun Light and Power,AK,2001,7,956,10021,23687,4276,58558,5941,,,,115,629,4257,5347,69208,33885
599,Anchorage Mun Light and Power,AK,2001,8,1004,10604,23906,4333,60034,5957,,,,109,683,4262,5446,71321,34125
599,Anchorage Mun Light and Power,AK,2001,9,1059,11314,23758,4362,61423,5946,,,,105,685,4243,5526,73422,33947
599,Anchorage Mun Light and Power,AK,2001,10,1074,10756,23735,4424,55579,5982,,,,113,883,4252,5611,67218,33969
599,Anchorage Mun Light and Power,AK,2001,11,1321,13658,23702,4767,62564,5976,,,,109,919,4250,6197,77141,33928
599,Anchorage Municipal Light and Pow,AK,2001,12,1582,16036,23627,5065,63839,5956,,,,112,974,4231,6759,80849,33814
653,Andreanof Electric Corp,AK,2001,1,5,12,26,3,7,5,,,,3,7,6,11,26,37
653,Andreanof Electric Corp,AK,2001,2,5,12,26,3,7,5,,,,3,7,6,11,26,37
653,Andreanof Electric Corp,AK,2001,3,6,13,31,3,9,6,,,,5,10,5,14,32,42
653,Andreanof Electric Corp,AK,2001,4,4,9,29,2,5,6,,,,4,7,5,10,21,40
653,Andreanof Electric Corp,AK,2001,5,6,11,25,3,5,6,,,,4,9,5,13,25,36
653,Andreanof Electric Corp,AK,2001,6,5,8,26,4,8,6,,,,5,8,5,14,24,37
653,Andreanof Electric Corp,AK,2001,7,4,12,25,1,3,6,,,,3,10,5,8,25,36
653,Andreanof Electric Corp,AK,2001,8,3,5,25,1,4,6,,,,2,5,5,6,14,36
653,Andreanof Electric Corp,AK,2001,9,5,12,27,3,63,6,,,,3,9,5,11,84,38
653,Andreanof Electric Corp,AK,2001,10,8,17,27,4,9,6,,,,6,13,4,18,39,37
653,Andreanof Electric Corp,AK,2001,11,2,6,24,2,4,6,,,,4,8,4,8,18,34
653,Andreanof Electric Corp,AK,2001,12,6,14,25,2,4,6,,,,4,9,5,12,27,36
689,Anoka Electric Cooperative,MN,2001,1,6237,88794,92154,1941,35872,6009,318,7135,11,86,889,569,8582,132690,98743
689,Anoka Electric Cooperative,MN,2001,2,5638,78076,92243,2469,46531,6024,295,6665,11,97,1050,573,8499,132322,98851
689,Anoka Electric Cooperative,MN,2001,3,5370,74170,92414,2365,43434,6029,299,7274,11,97,984,573,8131,125862,99027
689,Anoka Electric Cooperative,MN,2001,4,4594,61676,92728,2332,42889,6066,288,6582,11,98,968,576,7312,112115,99381
689,Anoka Electric Cooperative,MN,2001,5,5346,62640,92855,2914,46353,6091,276,5819,11,114,1108,578,8650,115920,99535
689,Anoka Electric Cooperative,MN,2001,6,6565,78782,92993,3640,52035,6111,331,5780,11,178,1674,578,10714,138271,99693
689,Anoka Electric Cooperative,MN,2001,7,8682,109051,93229,3502,54416,6126,295,5122,11,254,2898,577,12733,171487,99943
689,Anoka Electric Cooperative,MN,2001,8,8827,112769,93512,2759,40631,6180,325,5929,11,339,5134,560,12250,164463,100263
689,Anoka Electric Cooperative,MN,2001,9,5036,64037,93634,2640,43125,6211,231,4930,11,252,3494,560,8159,115586,100416
689,Anoka Electric Cooperative,MN,2001,10,5216,66132,93889,2715,46737,6265,284,6658,11,144,1296,559,8359,120823,100724
689,Anoka Electric Cooperative,MN,2001,11,5202,68522,94251,2479,44912,6329,275,7142,11,85,779,559,8041,121355,101150
689,Anoka Electric Cooperative,MN,2001,12,6412,84149,94750,2864,49681,6386,308,6982,11,95,887,561,9679,141699,101708
727,Appalachian Electric Coop,TN,2001,1,4739,79295,34180,1219,17870,5076,315,6569,6,75,946,209,6348,104680,39471
727,Appalachian Electric Coop,TN,2001,2,3610,58563,34275,1083,15328,5070,266,5890,6,73,901,211,5032,80682,39562
727,Appalachian Electric Coop,TN,2001,3,2926,46054,34232,1012,14017,5069,221,5221,6,73,888,213,4232,66180,39520
727,Appalachian Electric Coop,TN,2001,4,2666,41311,32243,1051,14752,5089,284,6177,6,73,896,216,4074,63136,37554
727,Appalachian Electric Coop,TN,2001,5,2203,32986,34217,1033,14255,5153,297,6205,6,72,875,218,3605,54321,39594
727,Appalachian Electric Coop,TN,2001,6,2371,35993,34295,1055,15078,5167,307,6490,6,72,877,215,3805,58438,39683
727,Appalachian Electric Coop,TN,2001,7,2812,43947,34313,1149,16656,5162,330,6790,6,73,880,217,4364,68273,39698
727,Appalachian Electric Coop,TN,2001,8,2976,46921,34396,1205,17399,5179,322,6765,6,73,884,215,4576,71969,39796
727,Appalachian Electric Coop,TN,2001,9,2810,43880,34485,1117,15676,5163,294,6368,6,74,907,213,4295,66831,39867
727,Appalachian Electric Coop,TN,2001,10,2203,32915,34475,1004,14016,5189,293,6534,6,74,925,214,3574,54390,39884
727,Appalachian Electric Coop,TN,2001,11,2529,38780,34512,976,13371,5185,256,5049,6,75,940,212,3836,58140,39915
727,Appalachian Electric Coop,TN,2001,12,2704,41925,34573,956,12930,5183,190,3347,6,79,1027,210,3929,59229,39972
733,Appalachian Power Company,VA,2001,1,42246,844227,415244,13113,296150,57158,16086,482324,2014,3251,72977,5821,74696,1695678,480237
733,Appalachian Power Company,WV,2001,1,37706,741293,367511,17024,348384,58650,16142,490551,2323,261,3693,801,71133,1583921,429285
733,Appalachian Power Company,VA,2001,2,32574,630598,416005,11412,247816,57314,15371,471276,2011,2975,64181,5828,62332,1413871,481158
733,Appalachian Power Company,WV,2001,2,29119,555388,367764,15130,295402,58782,12243,363762,2312,253,3088,802,56745,1217640,429660
733,Appalachian Power Company,VA,2001,3,28627,541033,415962,10787,233838,57496,15377,453907,2006,2757,60055,5836,57548,1288833,481300
733,Appalachian Power Company,WV,2001,3,25597,479075,367552,14329,277636,58878,13641,383372,2315,252,3064,802,53819,1143147,429547
733,Appalachian Power Company,VA,2001,4,26438,490348,415593,10812,233625,57680,15952,474667,2006,2853,59655,5865,56055,1258295,481144
733,Appalachian Power Company,WV,2001,4,23124,424872,367161,14870,285691,58911,14132,398408,2325,251,2671,802,52377,1111642,429199
733,Appalachian Power Company,VA,2001,5,21213,371828,415908,10432,225807,58101,15711,468338,2009,2600,56593,5890,49956,1122566,481908
733,Appalachian Power Company,WV,2001,5,18480,323893,366281,13575,262625,59058,13579,379918,2321,250,2444,800,45884,968880,428460
733,Appalachian Power Company,VA,2001,6,21188,371478,416147,10850,240631,58290,16296,487821,2021,2647,58103,5878,50981,1158033,482336
733,Appalachian Power Company,WV,2001,6,18252,318550,365937,14238,276798,59098,13283,363911,2335,250,2271,799,46023,961530,428169
733,Appalachian Power Company,VA,2001,7,24706,448512,416824,11782,266759,58418,16109,476258,2026,2549,55863,5871,55146,1247392,483139
733,Appalachian Power Company,WV,2001,7,21822,394676,365583,15241,307189,59198,13370,366908,2351,248,2327,799,50681,1071100,427931
733,Appalachian Power Company,VA,2001,8,24777,453062,416949,11760,265996,58662,16500,497837,2062,2579,56075,5890,55616,1272970,483563
733,Appalachian Power Company,WV,2001,8,23065,421727,365658,15581,314455,59326,13247,355762,2353,248,2559,799,52141,1094503,428136
733,Appalachian Power Company,VA,2001,9,24664,448811,417665,11855,268727,58919,16384,495370,2031,2889,62117,5906,55792,1275025,484521
733,Appalachian Power Company,WV,2001,9,21800,394828,365915,15442,308664,59396,13304,362687,2357,250,2782,798,50796,1068961,428466
733,Appalachian Power Company,VA,2001,10,20930,365235,417555,10476,227288,59032,15976,478803,2035,2683,56961,5895,50065,1128287,484517
733,Appalachian Power Company,WV,2001,10,17989,314503,366454,13868,270287,59502,13666,388856,2368,250,3152,798,45773,976798,429122
733,Appalachian Power Company,VA,2001,11,22810,407399,418274,10295,219826,59022,15394,448221,2024,2658,56574,5904,51157,1132020,485224
733,Appalachian Power Company,WV,2001,11,20091,360420,366977,13544,260390,59536,13336,363680,2364,254,3359,798,47225,987849,429675
733,Appalachian Power Company,VA,2001,12,26765,496670,419123,10856,241562,59008,15477,458383,2018,2813,61823,5907,55911,1258438,486056
733,Appalachian Power Company,WV,2001,12,23967,443820,367880,14023,273925,59692,13995,399306,2357,261,3700,799,52246,1120751,430728
803,Arizona Public Service Co.,AZ,2001,1,63280,821016,767995,56275,749356,89763,8224,191667,3642,845,7278,997,128624,1769317,862397
803,Arizona Public Service Co.,AZ,2001,2,51999,633691,770612,55007,713122,90172,10113,183884,3635,703,5113,972,117822,1535810,865391
803,Arizona Public Service Co.,AZ,2001,3,55370,666939,771366,55841,758532,90284,11180,202923,3641,1297,11770,950,123688,1640164,866241
803,Arizona Public Service Co.,AZ,2001,4,47707,548670,767013,59060,790153,90665,12159,230704,3640,642,4975,1048,119568,1574502,862366
803,Arizona Public Service Co.,AZ,2001,5,87245,864533,764440,75225,998176,91013,12237,221566,3635,1404,13263,1021,176111,2097538,860109
803,Arizona Public Service Co.,AZ,2001,6,99538,1054017,764741,82262,965866,91361,13331,212833,3618,1186,7780,1019,196317,2240496,860739
803,Arizona Public Service Co.,AZ,2001,7,115214,1268236,766207,80710,1052678,91707,11300,210064,3640,691,7387,992,207915,2538365,862546
803,Arizona Public Service Co.,AZ,2001,8,116265,1274805,767888,81255,1033237,91512,13258,223112,3639,999,8761,1004,211777,2539915,864043
803,Arizona Public Service Co.,AZ,2001,9,96105,1053993,776000,75167,978810,94669,11811,197367,3631,932,7761,1039,184015,2237931,875339
803,Arizona Public Service Co.,AZ,2001,10,73107,786239,799196,71039,885606,93763,11103,197481,3251,947,8115,991,156196,1877441,897201
803,Arizona Public Service Co.,AZ,2001,11,44968,592662,786020,55057,790987,94024,10036,182670,3603,905,7931,1021,110966,1574250,884668
803,Arizona Public Service Co.,AZ,2001,12,61659,770038,793931,58127,787521,94250,10676,197813,3615,1109,9677,1009,131571,1765049,892805
814,"Entergy Arkansas, Inc.",AR,2001,1,56202,776165,547638,25244,437147,76422,26639,563708,20214,1163,19269,494,109248,1796289,644768
814,"Entergy Arkansas, Inc.",AR,2001,2,43850,574683,547791,21362,350938,76375,26566,569571,20058,1173,19361,493,92951,1514553,644717
814,"Entergy Arkansas, Inc.",AR,2001,3,39909,502776,546814,21805,361788,76540,25047,526750,19845,1210,18624,495,87971,1409938,643694
814,"Entergy Arkansas, Inc.",AR,2001,4,38853,446553,546677,24157,366519,76865,27962,533361,19818,1372,19909,497,92344,1366342,643857
814,"Entergy Arkansas, Inc.",AR,2001,5,36847,412407,547256,26047,391961,77246,29297,555366,21945,1307,19177,498,93498,1378911,646945
814,"Entergy Arkansas, Inc.",AR,2001,6,48644,524162,547970,30831,454456,77470,34482,598083,24383,1475,20972,501,115432,1597673,650324
814,"Entergy Arkansas, Inc.",AR,2001,7,63510,712084,548437,33022,507503,77812,36039,631691,25855,1531,22638,501,134102,1873916,652605
814,"Entergy Arkansas, Inc.",AR,2001,8,74864,843723,549404,35355,550932,78100,37571,658256,26844,1578,24123,503,149368,2077034,654851
814,"Entergy Arkansas, Inc.",AR,2001,9,68987,775835,549818,35403,549741,78219,35611,633137,25833,1566,23921,505,141567,1982634,654375
814,"Entergy Arkansas, Inc.",AR,2001,10,42531,510789,548433,28684,454688,78328,32896,638271,21707,1322,20425,508,105433,1624173,648976
814,"Entergy Arkansas, Inc.",AR,2001,11,33386,378626,547665,23709,363613,78269,30261,579826,20273,1227,18142,513,88583,1340207,646720
814,"Entergy Arkansas, Inc.",AR,2001,12,38779,460164,547860,23817,372727,78389,28400,563811,20121,1224,18821,513,92220,1415523,646883
817,Arkansas Valley Elec Coop Corp,AR,2001,1,4665,65134,42663,521,5016,2169,636,16620,13,56,1422,565,5878,88192,45410
817,Arkansas Valley Elec Coop Corp,OK,2001,1,353,7723,3624,80,1249,313,,,,12,172,99,445,9144,4036
817,Arkansas Valley Elec Coop Corp,AR,2001,2,4275,61735,42728,434,6686,2179,709,17313,13,87,1333,570,5505,87067,45490
817,Arkansas Valley Elec Coop Corp,OK,2001,2,300,4466,3650,64,1102,319,,,,11,158,100,375,5726,4069
817,Arkansas Valley Elec Coop Corp,AR,2001,3,3473,45946,42840,456,6448,2191,678,16274,13,95,1226,568,4702,69894,45612
817,Arkansas Valley Elec Coop Corp,OK,2001,3,251,3489,3623,71,1050,319,,,,10,139,100,332,4678,4042
817,Arkansas Valley Elec Coop Corp,AR,2001,4,3493,41246,42706,512,6487,2207,600,14781,13,101,1126,573,4706,63640,45499
817,Arkansas Valley Elec Coop Corp,OK,2001,4,243,3077,3620,75,1051,310,,,,9,111,100,327,4239,4030
817,Arkansas Valley Elec Coop Corp,AR,2001,5,2706,36572,42822,424,6766,2231,522,16429,13,94,1322,576,3746,61089,45642
817,Arkansas Valley Elec Coop Corp,OK,2001,5,206,3026,3615,63,1135,311,,,,9,137,100,278,4298,4026
817,Arkansas Valley Elec Coop Corp,AR,2001,6,2895,44613,42917,446,7737,2225,635,16433,13,98,1453,579,4074,70236,45734
817,Arkansas Valley Elec Coop Corp,OK,2001,6,258,3844,3653,76,1246,311,,,,11,151,101,345,5241,4065
817,Arkansas Valley Elec Coop Corp,AR,2001,7,3833,56831,42976,528,8325,2241,747,18636,13,112,1613,581,5220,85405,45811
817,Arkansas Valley Elec Coop Corp,OK,2001,7,339,4998,3614,84,1343,312,,,,11,168,103,434,6509,4029
817,Arkansas Valley Elec Coop Corp,AR,2001,8,5403,80332,43307,603,9232,2232,734,18653,13,149,2160,582,6889,110377,46134
817,Arkansas Valley Elec Coop Corp,OK,2001,8,431,6578,3638,92,1647,306,,,,14,217,105,537,8442,4049
817,Arkansas Valley Elec Coop Corp,AR,2001,9,4141,63875,43155,542,8900,2233,639,17824,13,146,2248,578,5468,92847,45979
817,Arkansas Valley Elec Coop Corp,OK,2001,9,344,5622,3633,71,1404,306,,,,13,221,104,428,7247,4043
817,Arkansas Valley Elec Coop Corp,AR,2001,10,2765,42995,43318,418,7140,2238,614,18624,13,100,1525,577,3897,70284,46146
817,Arkansas Valley Elec Coop Corp,OK,2001,10,203,3298,3645,59,1106,309,,,,10,163,105,272,4567,4059
817,Arkansas Valley Elec Coop Corp,AR,2001,11,2323,35469,43228,386,6754,2241,610,18084,13,84,1257,580,3403,61564,46062
817,Arkansas Valley Elec Coop Corp,OK,2001,11,181,2748,3636,60,1058,310,,,,9,143,2,250,3949,3948
817,Arkansas Valley Elec Coop Corp,AR,2001,12,2709,41037,43263,389,6330,2246,539,14538,13,84,1195,578,3721,63100,46100
817,Arkansas Valley Elec Coop Corp,OK,2001,12,201,3108,3644,53,939,310,,,,8,129,103,262,4176,4057
963,Atlantic City Electric Company,NJ,2001,1,41103,401289,440764,23435,308696,59402,5204,98707,1017,368,4623,527,70110,813315,501710
963,Atlantic City Electric Company,NJ,2001,2,32669,317530,441104,20863,302842,59392,5495,95951,1011,323,4011,527,59350,720334,502034
963,Atlantic City Electric Company,NJ,2001,3,32904,315206,441805,23380,317106,59561,6526,76092,1021,1314,4029,524,64124,712433,502911
963,Atlantic City Electric Company,NJ,2001,4,28964,273021,442308,25388,275704,59661,8480,95508,1020,756,3464,522,63588,647697,503511
963,Atlantic City Electric Company,NJ,2001,5,26226,241970,443027,26100,298818,59912,6391,98803,1019,787,3184,520,59504,642775,504478
963,Atlantic City Electric Company,NJ,2001,6,31196,271822,443789,31729,333857,60039,7938,104442,1012,759,2935,518,71622,713056,505358
963,Atlantic City Electric Company,NJ,2001,7,49187,410709,444284,38506,395013,60030,8062,94521,1010,765,3109,511,96520,903352,505835
963,Atlantic City Electric Company,NJ,2001,8,51542,429587,444944,37830,396065,60039,7756,101301,1005,934,3436,512,98062,930389,506500
963,Atlantic City Electric Company,NJ,2001,9,49414,412519,445473,38104,380402,60153,7728,100075,1015,801,3721,511,96047,896717,507152
963,Atlantic City Electric Company,NJ,2001,10,30874,267906,445810,31242,331758,60173,7580,97113,1010,835,4232,511,70531,701009,507504
963,Atlantic City Electric Company,NJ,2001,11,27578,248151,446278,27114,297183,60212,6686,93081,1023,843,4476,511,62221,642891,508024
963,Atlantic City Electric Company,NJ,2001,12,29200,267625,446787,24815,271767,60244,5512,82792,1018,871,4828,511,60398,627012,508560
