UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),COM_REV (Thousand $),COM_SALES (MwH),IND_REV (Thousand $),IND_SALES (MwH),OTH_REV (Thousand $),OTH_SALES (MwH),TOT_REV (Thousand $),TOT_SALES (MwH)
182,Akron City of,IA,1990,1,25,573,18,383,0,0,0,0,43,956
182,Akron City of,IA,1990,2,21,460,16,357,0,0,0,0,37,817
182,Akron City of,IA,1990,3,20,427,15,317,0,0,0,0,35,744
182,Akron City of,IA,1990,4,19,412,16,347,0,0,0,0,35,759
182,Akron City of,IA,1990,5,17,321,17,308,0,0,0,0,34,629
182,Akron City of,IA,1990,6,20,392,18,342,0,0,0,0,38,734
182,Akron City of,IA,1990,7,30,615,22,420,0,0,0,0,52,1035
182,Akron City of,IA,1990,8,24,484,20,396,0,0,0,0,44,880
182,Akron City of,IA,1990,9,31,664,24,476,0,0,0,0,55,1140
182,Akron City of,IA,1990,10,18,340,21,409,0,0,0,0,39,749
182,Akron City of,IA,1990,11,20,389,21,413,0,0,0,0,41,802
182,Akron City of,IA,1990,12,22,434,20,387,0,0,0,0,42,821
195,Alabama Power Co,AL,1990,1,64750,1103861,38729,581501,53354,1284399,928,15133,157761,2984894
195,Alabama Power Co,AL,1990,2,52197,658632,35428,557156,46939,1392067,923,14329,135487,2622184
195,Alabama Power Co,AL,1990,3,48365,782044,38390,601581,59040,1464227,984,15394,146779,2863246
195,Alabama Power Co,AL,1990,4,53239,718629,40039,606980,61339,1446169,1080,13545,155697,2785323
195,Alabama Power Co,AL,1990,5,56732,853295,47308,714971,72478,1576386,1083,12795,177601,3157447
195,Alabama Power Co,AL,1990,6,84473,1200913,57541,820236,75638,1545108,1077,11811,218729,3578068
195,Alabama Power Co,AL,1990,7,97684,1483111,52540,784697,72624,1453792,976,11969,223824,3733569
195,Alabama Power Co,AL,1990,8,106411,1448903,59823,867662,73162,1644139,1033,13783,240429,3974487
195,Alabama Power Co,AL,1990,9,91410,1316963,49932,751142,64742,1441638,901,12906,206985,3522649
195,Alabama Power Co,AL,1990,10,60247,858473,49036,707877,67018,1520272,1042,16190,177343,3102812
195,Alabama Power Co,AL,1990,11,48476,686600,41237,606236,66301,1491810,1035,16020,157049,2800666
195,Alabama Power Co,AL,1990,12,61662,885370,41632,601495,64947,1453146,1042,16545,169283,2956556
213,Alaska Electric Light&Power Co,AK,1990,1,1095,14242,243,3072,233,3806,429,5357,2000,26477
213,Alaska Electric Light&Power Co,AK,1990,2,1149,14893,257,3165,253,3934,458,5850,2117,27842
213,Alaska Electric Light&Power Co,AK,1990,3,934,11906,238,2873,234,3549,401,5036,1807,23364
213,Alaska Electric Light&Power Co,AK,1990,4,894,11296,237,2902,238,3725,382,4896,1751,22819
213,Alaska Electric Light&Power Co,AK,1990,5,739,9082,208,2525,224,3359,351,4356,1522,19322
213,Alaska Electric Light&Power Co,AK,1990,6,508,7482,170,2448,195,3506,303,4203,1176,17639
213,Alaska Electric Light&Power Co,AK,1990,7,475,6941,165,2358,187,3237,277,3756,1104,16292
213,Alaska Electric Light&Power Co,AK,1990,8,1160,13587,259,3156,231,3543,371,5447,2021,25733
213,Alaska Electric Light&Power Co,AK,1990,9,533,7995,174,2519,197,3548,313,4225,1217,18287
213,Alaska Electric Light&Power Co,AK,1990,10,599,9203,171,2460,174,3071,334,4425,1278,19159
213,Alaska Electric Light&Power Co,AK,1990,11,1126,13099,240,2933,222,3364,371,5463,1959,24859
213,Alaska Electric Light&Power Co,AK,1990,12,1160,13587,259,3156,231,3543,371,5447,2021,25733
221,Alaska Village Elec Coop Inc,AK,1990,1,651,1598,166,477,0,0,537,1601,1354,3676
221,Alaska Village Elec Coop Inc,AK,1990,2,600,1469,164,465,0,0,542,1614,1306,3548
221,Alaska Village Elec Coop Inc,AK,1990,3,549,1341,153,434,0,0,557,1664,1259,3439
221,Alaska Village Elec Coop Inc,AK,1990,4,539,1318,160,459,0,0,552,1652,1251,3429
221,Alaska Village Elec Coop Inc,AK,1990,5,473,1152,127,357,0,0,471,1404,1071,2913
221,Alaska Village Elec Coop Inc,AK,1990,6,492,1200,140,397,0,0,409,1190,1041,2787
221,Alaska Village Elec Coop Inc,AK,1990,7,468,1140,130,363,0,0,318,874,916,2377
