UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),COM_REV (Thousand $),COM_SALES (MwH),IND_REV (Thousand $),IND_SALES (MwH),OTH_REV (Thousand $),OTH_SALES (MwH),TOT_REV (Thousand $),TOT_SALES (MwH)
817,Arkansas Valley Elec Coop Corp,AR,1994,10,2225,31646,316,4841,544,15607,41,562,3126,52656
817,Arkansas Valley Elec Coop Corp,AR,1994,11,1972,26635,300,4385,529,14953,36,462,2837,46435
817,Arkansas Valley Elec Coop Corp,AR,1994,12,2094,30531,275,4156,452,14412,31,433,2852,49532
963,Atlantic City Electric Company,NJ,1994,1,37884,356502,25926,271580,7935,99108,947,5804,72692,732994
963,Atlantic City Electric Company,NJ,1994,2,38552,365910,25993,277077,8214,102355,838,4643,73597,749985
963,Atlantic City Electric Company,NJ,1994,3,36003,338387,25366,267113,7921,101776,908,4514,70198,711790
963,Atlantic City Electric Company,NJ,1994,4,29203,268040,23704,249149,7964,103288,875,3752,61746,624229
963,Atlantic City Electric Company,NJ,1994,5,23385,208668,22811,234924,6738,86743,908,3522,53842,533857
963,Atlantic City Electric Company,NJ,1994,6,26412,228619,27425,278213,8502,103772,890,3338,63229,613942
963,Atlantic City Electric Company,NJ,1994,7,42720,348430,32868,325765,9072,105297,909,3359,85569,782851
963,Atlantic City Electric Company,NJ,1994,8,48991,386982,33894,329360,8907,99882,940,3838,92732,820062
963,Atlantic City Electric Company,NJ,1994,9,40659,314054,35032,330098,9842,107937,909,4122,86442,756211
963,Atlantic City Electric Company,NJ,1994,10,30453,242472,28840,275430,8259,97654,936,4587,68488,620143
963,Atlantic City Electric Company,NJ,1994,11,27113,227282,25535,257380,9384,112829,906,4887,62938,602378
963,Atlantic City Electric Company,NJ,1994,12,30578,261444,24753,248585,8354,104080,940,5304,64625,619413
1130,Baker Electric Coop Inc,ND,1994,1,700,11727,121,1554,63,1137,36,812,920,15230
1130,Baker Electric Coop Inc,ND,1994,2,749,12968,130,1705,63,1083,46,937,988,16693
1130,Baker Electric Coop Inc,ND,1994,3,677,11146,128,1688,68,1316,48,967,921,15117
1130,Baker Electric Coop Inc,ND,1994,4,570,8599,111,1379,64,1182,34,858,779,12018
1130,Baker Electric Coop Inc,ND,1994,5,497,6683,112,1404,61,1091,43,903,713,10081
1130,Baker Electric Coop Inc,ND,1994,6,422,4750,104,1180,58,1097,36,729,620,7756
1130,Baker Electric Coop Inc,ND,1994,7,398,4044,95,1030,55,1011,45,847,593,6932
1130,Baker Electric Coop Inc,ND,1994,8,390,3871,91,983,52,894,40,758,573,6506
1130,Baker Electric Coop Inc,ND,1994,9,463,5565,91,1021,57,1024,43,855,654,8465
1130,Baker Electric Coop Inc,ND,1994,10,519,7526,108,1225,62,1180,48,923,737,10854
1130,Baker Electric Coop Inc,ND,1994,11,528,7686,110,1285,60,1097,56,1034,754,11102
1130,Baker Electric Coop Inc,ND,1994,12,609,9184,114,1453,60,1069,40,973,823,12679
1167,Baltimore Gas & Electric Co,MD,1994,1,96531,1244260,19371,260492,61161,1174463,3276,41659,180339,2720874
1167,Baltimore Gas & Electric Co,MD,1994,2,87656,1127254,17729,234545,51963,1000652,3111,38012,160459,2400463
1167,Baltimore Gas & Electric Co,MD,1994,3,78689,985886,17591,231042,55847,1065148,3120,35334,155247,2317410
1167,Baltimore Gas & Electric Co,MD,1994,4,56351,671972,14886,192999,49401,965583,3176,37134,123814,1867688
1167,Baltimore Gas & Electric Co,MD,1994,5,65226,684325,18194,199483,59489,1148355,3113,33437,146022,2065600
1167,Baltimore Gas & Electric Co,MD,1994,6,88331,880797,25600,261668,90366,1330058,3453,31859,207750,2504382
1167,Baltimore Gas & Electric Co,MD,1994,7,113106,1132395,24797,240809,94605,1311622,3476,34290,235984,2719116
1167,Baltimore Gas & Electric Co,MD,1994,8,96100,957902,23933,245233,87450,1244925,3452,35707,210935,2483767
1167,Baltimore Gas & Electric Co,MD,1994,9,64340,705298,18138,206109,77145,1104806,3226,31732,162849,2047945
1167,Baltimore Gas & Electric Co,MD,1994,10,53266,630771,14500,195001,54389,1107529,2920,32336,125075,1965637
1167,Baltimore Gas & Electric Co,MD,1994,11,60913,749459,16083,215986,52575,1033543,2928,34890,132499,2033878
1167,Baltimore Gas & Electric Co,MD,1994,12,71203,899276,15317,203569,59921,1189676,2899,34473,149340,2326994
1179,Bangor Hydro-Electric Co,ME,1994,1,6869,54586,1794,15072,6211,76541,722,7006,15596,153205
1179,Bangor Hydro-Electric Co,ME,1994,2,5781,46657,1486,12478,5540,69550,694,6758,13501,135443
1179,Bangor Hydro-Electric Co,ME,1994,3,5407,45405,1480,12620,5808,77520,643,5625,13338,141170
1179,Bangor Hydro-Electric Co,ME,1994,4,5213,43149,1397,11939,4750,69753,602,5420,11962,130261
1179,Bangor Hydro-Electric Co,ME,1994,5,4849,39979,1320,11209,5148,74290,676,6254,11993,131732
1179,Bangor Hydro-Electric Co,ME,1994,6,4846,39959,1343,11431,5053,70082,695,6418,11937,127890
1179,Bangor Hydro-Electric Co,ME,1994,7,4902,40572,1504,12930,5901,81258,592,5228,12899,139988
1179,Bangor Hydro-Electric Co,ME,1994,8,5077,41689,1604,13829,6044,83211,740,6865,13465,145594
1179,Bangor Hydro-Electric Co,ME,1994,9,4205,35229,1428,12258,5423,74990,695,6728,11751,129205
1179,Bangor Hydro-Electric Co,ME,1994,10,4858,39942,1297,11079,5487,81777,674,6528,12316,139326
1179,Bangor Hydro-Electric Co,ME,1994,11,5982,42719,1602,11981,5646,73558,685,6207,13915,134465
1179,Bangor Hydro-Electric Co,ME,1994,12,6890,50084,1653,12548,5985,73624,734,6829,15262,143085
1613,Berkeley Electric Coop Inc,SC,1994,1,5850,82689,572,7805,298,5268,215,2943,6935,98705
1613,Berkeley Electric Coop Inc,SC,1994,2,5030,75390,549,7926,288,5523,225,3374,6092,92213
1613,Berkeley Electric Coop Inc,SC,1994,3,4090,55034,503,6703,297,5244,205,2786,5095,69767
1613,Berkeley Electric Coop Inc,SC,1994,4,3557,46788,524,7023,299,5388,184,2391,4564,61590
1613,Berkeley Electric Coop Inc,SC,1994,5,3817,46792,615,7787,348,5700,150,2765,4930,63044
1613,Berkeley Electric Coop Inc,SC,1994,6,4638,58668,664,8544,402,6738,219,2862,5923,76812
1613,Berkeley Electric Coop Inc,SC,1994,7,5138,77589,637,9641,342,7251,176,2820,6293,97301
1613,Berkeley Electric Coop Inc,SC,1994,8,5075,75534,631,9427,317,6887,188,2856,6211,94704
1613,Berkeley Electric Coop Inc,SC,1994,9,4372,68257,572,8996,296,6737,234,3696,5474,87686
1613,Berkeley Electric Coop Inc,SC,1994,10,3926,50201,581,7601,343,5938,232,3020,5082,66760
1613,Berkeley Electric Coop Inc,SC,1994,11,3997,44219,598,6766,360,5151,247,2722,5202,58858
1613,Berkeley Electric Coop Inc,SC,1994,12,4732,52840,606,6808,385,5477,233,2640,5956,67765
1738,Bonneville Power Admin,MT,1994,1,0,0,0,0,4034,192621,635,21413,4669,214034
1738,Bonneville Power Admin,OR,1994,1,0,0,0,0,4618,201190,20,645,4638,201835
1738,Bonneville Power Admin,WA,1994,1,0,0,0,0,25994,1211522,2204,75296,28198,1286818
1738,Bonneville Power Admin,MT,1994,2,0,0,0,0,3814,175476,719,22463,4533,197939
1738,Bonneville Power Admin,OR,1994,2,0,0,0,0,4342,182934,21,662,4363,183596
1738,Bonneville Power Admin,WA,1994,2,0,0,0,0,24616,1102132,2112,70448,26728,1172580
1738,Bonneville Power Admin,MT,1994,3,0,0,0,0,4036,193118,568,18846,4604,211964
1738,Bonneville Power Admin,OR,1994,3,0,0,0,0,4591,202362,16,465,4607,202827
1738,Bonneville Power Admin,WA,1994,3,0,0,0,0,25705,1187396,1934,64806,27639,1252202
1738,Bonneville Power Admin,MT,1994,4,0,0,0,0,3948,186396,328,12563,4276,198959
1738,Bonneville Power Admin,OR,1994,4,0,0,0,0,5200,234309,11,399,5211,234708
1738,Bonneville Power Admin,WA,1994,4,0,0,0,0,25281,1159055,1489,62858,26770,1221913
1738,Bonneville Power Admin,MT,1994,5,0,0,0,0,4071,191729,359,14178,4430,205907
1738,Bonneville Power Admin,OR,1994,5,0,0,0,0,5380,243574,9,290,5389,243864
1738,Bonneville Power Admin,WA,1994,5,0,0,0,0,26596,1218085,1476,62260,28072,1280345
1738,Bonneville Power Admin,MT,1994,6,0,0,0,0,4088,183326,329,13627,4417,196953
1738,Bonneville Power Admin,OR,1994,6,0,0,0,0,5389,235337,7,233,5396,235570
1738,Bonneville Power Admin,WA,1994,6,0,0,0,0,26701,1173949,1468,61003,28169,1234952
1738,Bonneville Power Admin,MT,1994,7,0,0,0,0,4181,190574,494,21402,4675,211976
1738,Bonneville Power Admin,OR,1994,7,0,0,0,0,5410,240936,7,220,5417,241156
1738,Bonneville Power Admin,WA,1994,7,0,0,0,0,26654,1208892,1467,61497,28121,1270389
1738,Bonneville Power Admin,MT,1994,8,0,0,0,0,4172,189982,446,18905,4618,208887
1738,Bonneville Power Admin,OR,1994,8,0,0,0,0,4704,207780,9,214,4713,207994
1738,Bonneville Power Admin,WA,1994,8,0,0,0,0,24596,1116329,1455,61312,26051,1177641
1738,Bonneville Power Admin,MT,1994,9,0,0,0,0,4422,185005,462,15700,4884,200705
1738,Bonneville Power Admin,OR,1994,9,0,0,0,0,4995,201273,9,259,5004,201532
1738,Bonneville Power Admin,WA,1994,9,0,0,0,0,26099,1080892,1813,60290,27912,1141182
1738,Bonneville Power Admin,MT,1994,10,0,0,0,0,4927,191446,487,16096,5414,207542
1738,Bonneville Power Admin,OR,1994,10,0,0,0,0,5327,203484,10,273,5337,203757
1738,Bonneville Power Admin,WA,1994,10,0,0,0,0,28822,1116832,1907,64302,30729,1181134
1738,Bonneville Power Admin,MT,1994,11,0,0,0,0,4866,187168,651,21488,5517,208656
1738,Bonneville Power Admin,OR,1994,11,0,0,0,0,5317,201569,17,548,5334,202117
1738,Bonneville Power Admin,WA,1994,11,0,0,0,0,28238,1082961,2124,72123,30362,1155084
1738,Bonneville Power Admin,MT,1994,12,0,0,0,0,4971,193592,714,24650,5685,218242
1738,Bonneville Power Admin,OR,1994,12,0,0,0,0,5537,211806,19,620,5556,212426
1738,Bonneville Power Admin,WA,1994,12,0,0,0,0,31543,1220304,2288,77667,33831,1297971
1796,Blackstone Valley Electric Co,RI,1994,1,4298,35955,3587,34119,3575,36349,200,1280,11660,107703
1796,Blackstone Valley Electric Co,RI,1994,2,4234,35409,3575,33967,3777,39170,195,1041,11781,109587
1796,Blackstone Valley Electric Co,RI,1994,3,4056,33743,3563,33902,3979,41155,194,1015,11792,109815
1796,Blackstone Valley Electric Co,RI,1994,4,3561,29453,3155,29101,3782,39671,187,838,10685,99063
1796,Blackstone Valley Electric Co,RI,1994,5,3302,27118,3055,28610,3777,39651,184,741,10318,96120
1796,Blackstone Valley Electric Co,RI,1994,6,3477,28643,3313,30979,3946,41230,184,650,10920,101502
1796,Blackstone Valley Electric Co,RI,1994,7,4146,35459,3634,35646,3395,35941,187,695,11362,107741
1796,Blackstone Valley Electric Co,RI,1994,8,5021,41513,3719,36682,3961,43339,0,801,12701,122335
1796,Blackstone Valley Electric Co,RI,1994,9,3914,33110,3309,32153,3742,40755,164,904,11129,106922
1796,Blackstone Valley Electric Co,RI,1994,10,3177,26496,2947,28264,3632,39090,166,1069,9922,94919
1796,Blackstone Valley Electric Co,RI,1994,11,3409,28677,3004,29083,3773,40415,167,1146,10353,99321
1796,Blackstone Valley Electric Co,RI,1994,12,3925,33230,3231,31604,3509,36856,169,1256,10834,102946
1998,Boston Edison Co,MA,1994,1,39873,339626,56477,619015,9620,112456,2077,13248,108047,1084345
1998,Boston Edison Co,MA,1994,2,39770,349170,55350,632251,9771,118301,1934,11245,106825,1110967
1998,Boston Edison Co,MA,1994,3,39188,345523,54482,638809,9811,125814,1898,11336,105379,1121482
1998,Boston Edison Co,MA,1994,4,33912,290049,52317,597298,10074,126712,1890,10010,98193,1024069
1998,Boston Edison Co,MA,1994,5,31585,252437,54506,577422,10876,125920,1904,9319,98871,965098
1998,Boston Edison Co,MA,1994,6,31770,248500,68898,609675,13938,136157,1847,8415,116453,1002747
1998,Boston Edison Co,MA,1994,7,38281,308277,87384,711211,16365,150651,1935,9049,143965,1179188
1998,Boston Edison Co,MA,1994,8,37290,319289,81444,702233,14931,138032,1851,9523,135516,1169077
1998,Boston Edison Co,MA,1994,9,35498,285130,79112,628692,15603,146492,1858,10135,132071,1070449
1998,Boston Edison Co,MA,1994,10,31198,250158,64117,593089,11960,125471,2029,11791,109304,980509
1998,Boston Edison Co,MA,1994,11,30722,244460,51925,558909,9767,115534,2061,12390,94475,931293
1998,Boston Edison Co,MA,1994,12,36505,291729,53996,583044,9825,115745,2205,14260,102531,1004778
2008,City of Boulder City,NV,1994,1,290,7388,146,2950,0,0,0,0,436,10338
2008,City of Boulder City,NV,1994,2,246,6230,120,2364,0,0,0,0,366,8594
2008,City of Boulder City,NV,1994,3,198,5013,123,2410,0,0,0,0,321,7423
2008,City of Boulder City,NV,1994,4,191,4803,126,2464,0,0,0,0,317,7267
2008,City of Boulder City,NV,1994,5,249,5415,152,3026,0,0,0,0,401,8441
2008,City of Boulder City,NV,1994,6,384,9835,168,3324,0,0,0,0,552,13159
2008,City of Boulder City,NV,1994,7,479,12155,186,3715,0,0,0,0,665,15870
2008,City of Boulder City,NV,1994,8,498,12684,214,4342,0,0,0,0,712,17026
2008,City of Boulder City,NV,1994,9,329,8524,203,4081,0,0,0,0,532,12605
2008,City of Boulder City,NV,1994,10,219,5594,159,3051,0,0,0,0,378,8645
2008,City of Boulder City,NV,1994,11,237,6002,132,2618,0,0,0,0,369,8620
2008,City of Boulder City,NV,1994,12,309,7853,135,2675,0,0,0,0,444,10528
2010,Bountiful City Light & Power,UT,1994,1,557,9838,242,4976,118,4019,145,2384,1062,21217
2010,Bountiful City Light & Power,UT,1994,2,495,8708,214,4132,111,3715,135,2200,955,18755
2010,Bountiful City Light & Power,UT,1994,3,453,7956,203,3825,128,4551,146,2399,930,18731
2010,Bountiful City Light & Power,UT,1994,4,444,7782,213,4101,112,3920,150,2427,919,18230
2010,Bountiful City Light & Power,UT,1994,5,404,7068,225,4116,124,4395,148,2243,901,17822
2010,Bountiful City Light & Power,UT,1994,6,479,8430,240,4526,124,4380,156,2338,999,19674
2010,Bountiful City Light & Power,UT,1994,7,615,10896,270,5193,151,4629,156,2519,1192,23237
2010,Bountiful City Light & Power,UT,1994,8,691,12263,277,5331,149,4592,157,2499,1274,24685
2010,Bountiful City Light & Power,UT,1994,9,598,10575,293,5801,136,4404,180,2583,1207,23363
2010,Bountiful City Light & Power,UT,1994,10,461,8103,251,4111,142,4607,162,2535,1016,19356
2010,Bountiful City Light & Power,UT,1994,11,490,8618,216,3988,138,4473,160,2577,1004,19656
2010,Bountiful City Light & Power,UT,1994,12,554,9791,213,4058,139,4607,160,2724,1066,21180
2247,Bristol City of,TN,1994,1,3109,58122,313,5298,1254,27972,56,663,4732,92055
2247,Bristol City of,TN,1994,2,2574,47908,276,4541,1374,28413,56,654,4280,81516
2247,Bristol City of,TN,1994,3,2038,37809,228,3917,1222,25190,56,666,3544,67582
2247,Bristol City of,TN,1994,4,1603,29454,225,3629,1244,25909,57,678,3129,59670
2247,Bristol City of,TN,1994,5,1218,22062,211,3365,1230,25481,56,676,2715,51584
2247,Bristol City of,TN,1994,6,1366,24890,252,4128,1168,27657,56,677,2842,57352
2247,Bristol City of,TN,1994,7,1607,29489,275,4518,1355,28367,57,673,3294,63047
2247,Bristol City of,TN,1994,8,1429,26104,253,4113,1341,28109,57,679,3080,59005
