UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),RES_CONS ,COM_REV (Thousand $),COM_SALES (MwH),COM_CONS,IND_REV (Thousand $),IND_SALES (MwH),IND_CONS,OTH_REV (Thousand $),OTH_SALES (MwH),OTH_CONS,TOT_REV (Thousand $),TOT_SALES (MwH),TOT_CONS
727,Appalachian Electric Coop,TN,1999,2,2947,46469,32907,944,13071,4765,295,6187,7,13,186,36,4199,65913,37715
727,Appalachian Electric Coop,TN,1999,3,3188,50876,32937,973,13901,4802,316,6822,7,12,180,38,4489,71779,37784
727,Appalachian Electric Coop,TN,1999,4,2520,38650,33036,931,13055,4833,325,6837,7,13,184,36,3789,58726,37912
727,Appalachian Electric Coop,TN,1999,5,2030,29851,32978,900,12384,4873,322,6853,7,11,152,36,3263,49240,37894
727,Appalachian Electric Coop,TN,1999,6,2368,35905,33050,1036,15035,4916,343,6996,7,12,173,36,3759,58109,38009
727,Appalachian Electric Coop,TN,1999,7,3031,47887,33132,1086,15677,4935,346,6797,7,11,154,36,4474,70515,38110
727,Appalachian Electric Coop,TN,1999,8,3126,49599,33277,1137,16678,4955,397,8217,7,13,176,36,4673,74670,38275
727,Appalachian Electric Coop,TN,1999,9,2726,42315,33384,1028,14465,4977,337,7236,7,13,179,36,4104,64195,38404
727,Appalachian Electric Coop,TN,1999,10,2067,30435,33401,914,12519,4967,321,7009,7,14,194,36,3316,50157,38411
727,Appalachian Electric Coop,TN,1999,11,2357,35570,33511,919,12793,4989,305,6271,7,15,225,36,3596,54859,38543
727,Appalachian Electric Coop,TN,1999,12,2949,46312,33593,962,13380,4987,309,6575,7,18,304,36,4238,66571,38623
733,Appalachian Power Company,VA,1999,1,34879,674880,405867,10385,233095,54571,16245,463182,2009,2778,57084,5486,64287,1428241,467933
733,Appalachian Power Company,WV,1999,1,29285,574197,362617,13253,263180,55829,14185,394057,2335,249,3532,804,56972,1234966,421585
733,Appalachian Power Company,VA,1999,2,28919,487486,405681,10830,215942,54443,16906,470261,1995,2771,56428,5515,59426,1230117,467634
733,Appalachian Power Company,WV,1999,2,23608,434604,363310,14209,272887,55985,14674,395889,2346,253,3111,797,52744,1106491,422438
733,Appalachian Power Company,VA,1999,3,28076,554368,406187,10897,223050,54584,17384,502946,1989,2818,58171,5511,59175,1338535,468271
733,Appalachian Power Company,WV,1999,3,27353,516558,363132,14429,279317,56104,14813,399141,2364,251,3061,796,56846,1198077,422396
733,Appalachian Power Company,VA,1999,4,21974,374097,406029,9828,204135,54836,16259,455888,1989,2423,50337,5579,50484,1084457,468433
733,Appalachian Power Company,WV,1999,4,17819,316820,362875,11425,214855,56103,13496,381486,2331,244,2574,823,42984,915735,422132
733,Appalachian Power Company,VA,1999,5,21251,342923,405784,10744,216356,54825,18093,497295,1984,2645,54132,5536,52733,1110706,468129
733,Appalachian Power Company,WV,1999,5,17857,300620,362442,13997,259522,56164,13723,372279,2310,253,2515,798,45830,934936,421714
733,Appalachian Power Company,VA,1999,6,22563,379801,406692,11462,244676,55184,17830,502182,2000,2720,56725,5561,54575,1183384,469437
733,Appalachian Power Company,WV,1999,6,19604,346081,362370,14747,292759,56394,13919,409356,2330,248,2253,806,48518,1050449,421900
733,Appalachian Power Company,VA,1999,7,28376,501547,407289,12745,277099,55348,17166,496586,2003,2605,53083,5530,60892,1328315,470170
733,Appalachian Power Company,WV,1999,7,26500,491869,362935,15441,308783,56550,14028,384762,2325,247,2304,806,56216,1187718,422616
733,Appalachian Power Company,VA,1999,8,27114,485950,408090,11784,253740,55509,17770,512538,2017,2639,52600,5541,59307,1304828,471157
733,Appalachian Power Company,WV,1999,8,23169,427806,362903,15030,300621,56689,13986,408993,2316,245,2523,804,52430,1139943,422712
733,Appalachian Power Company,VA,1999,9,22788,386662,408314,11160,239149,55644,17443,507482,2005,2925,57912,5585,54316,1191205,471548
733,Appalachian Power Company,WV,1999,9,18385,322534,363679,13632,269004,56875,13571,399811,2323,248,2771,801,45836,994120,423678
733,Appalachian Power Company,VA,1999,10,19404,310738,408838,10917,225399,55832,19115,543623,1996,2777,56495,5605,52213,1136255,472271
733,Appalachian Power Company,WV,1999,10,16391,277997,363637,15508,303922,57010,15349,431759,2315,258,3297,806,47506,1016975,423768
733,Appalachian Power Company,VA,1999,11,24029,418287,409446,10100,207981,55949,16877,491012,1991,2545,52098,5617,53551,1169378,473003
733,Appalachian Power Company,WV,1999,11,20590,370180,363738,13217,247382,57067,14187,408017,2319,254,3384,805,48248,1028963,423929
733,Appalachian Power Company,VA,1999,12,30778,575834,410327,11236,249427,55928,15711,482797,1963,2720,61308,5616,60445,1369366,473834
733,Appalachian Power Company,WV,1999,12,27450,522639,362493,14351,290511,56682,14642,433293,2311,260,3719,802,56703,1250162,422288
803,Arizona Public Service Company,AZ,1999,1,60805,725987,713963,43267,646896,84977,16140,215491,3966,748,6769,852,120960,1595143,803758
803,Arizona Public Service Company,AZ,1999,2,48411,574270,715694,49695,680762,85364,10095,185864,3970,175,2512,852,108376,1443408,805880
803,Arizona Public Service Company,AZ,1999,3,48168,540618,716817,51825,723172,85100,16341,205041,4731,1396,12908,852,117730,1481739,807500
803,Arizona Public Service Company,AZ,1999,4,46845,538414,712001,53330,728655,85473,13637,208731,4564,520,853,920,114332,1476653,802958
803,Arizona Public Service Company,AZ,1999,5,58197,545208,709151,62675,827407,86424,14775,271422,3937,1156,13480,920,136803,1657517,800432
803,Arizona Public Service Company,AZ,1999,6,84072,855720,709404,75415,937777,86088,13662,176220,4013,1204,12102,937,174353,1981819,800442
803,Arizona Public Service Company,AZ,1999,7,98602,1072282,712032,82677,1030402,86359,13160,155662,3994,642,8221,937,195081,2266567,803322
803,Arizona Public Service Company,AZ,1999,8,108592,1155114,712833,71861,868027,86706,20459,261174,3963,786,6838,1023,201698,2291153,804525
803,Arizona Public Service Company,AZ,1999,9,87844,932370,716365,68858,844209,86938,9780,211941,4027,497,4159,956,166979,1992679,808286
803,Arizona Public Service Company,AZ,1999,10,66103,674953,719567,65478,783070,87265,14857,197221,4008,933,7091,932,147371,1662335,811772
803,Arizona Public Service Company,AZ,1999,11,38573,499107,725139,52907,742920,85896,13639,225380,3931,1214,12106,886,106333,1479513,815852
803,Arizona Public Service Company,AZ,1999,12,164943,705779,735359,55052,745557,86707,10156,210892,3937,944,7837,932,231095,1670065,826935
814,Arkansas Power & Light Company,AR,1999,1,45200,619596,537945,21158,382187,71659,24011,543583,20176,1071,18723,469,91440,1564089,630249
814,Arkansas Power & Light Company,AR,1999,2,36874,488346,539076,19106,336939,71727,23553,539467,20041,1054,17493,469,80587,1382245,631313
814,Arkansas Power & Light Company,AR,1999,3,34660,447707,539676,19283,340533,71864,23171,523594,19922,1155,19035,467,78269,1330869,631929
814,Arkansas Power & Light Company,AR,1999,4,33531,407656,539681,19857,330425,72170,24713,539001,19972,1140,17998,466,79241,1295080,632289
814,Arkansas Power & Light Company,AR,1999,5,32680,388468,540888,22045,366101,72542,25779,563201,21030,1169,18666,467,81673,1336436,634927
814,Arkansas Power & Light Company,AR,1999,6,44660,513462,541655,26625,431280,72934,30143,591301,23924,1316,19947,468,102744,1555990,638981
814,Arkansas Power & Light Company,AR,1999,7,59349,691336,542454,29252,491037,73166,31986,626522,25674,1390,22254,469,121977,1831149,641763
814,Arkansas Power & Light Company,AR,1999,8,72824,854016,543730,31631,532058,73354,35038,655100,26801,1439,23460,470,140932,2064634,644355
814,Arkansas Power & Light Company,AR,1999,9,65993,771871,544071,31412,521408,73519,33497,662430,26639,1439,22977,471,132341,1978686,644700
814,Arkansas Power & Light Company,AR,1999,10,40204,502248,543301,25700,439299,73605,30252,652371,22785,1220,20559,471,97376,1614477,640162
814,Arkansas Power & Light Company,AR,1999,11,31952,376760,542931,21542,352430,73694,27993,598440,20725,1112,17741,472,82599,1345371,637822
814,Arkansas Power & Light Company,AR,1999,12,35318,431457,543112,21066,356496,73878,25689,558925,20513,1101,17765,472,83174,1364643,637975
817,Arkansas Valley Electric Coop.,AR,1999,1,3574,57601,40613,427,7312,1920,516,12164,11,60,976,498,4577,78053,43042
817,Arkansas Valley Electric Coop.,AR,1999,2,2858,44128,40675,382,6073,1922,453,11320,11,24,280,496,3717,61801,43104
817,Arkansas Valley Electric Coop.,AR,1999,3,2539,38711,40807,387,5936,1930,458,14908,11,36,520,500,3420,60075,43248
817,Arkansas Valley Electric Coop.,AR,1999,4,2567,39285,40850,390,6600,1930,505,16008,11,37,538,499,3499,62431,43290
817,Arkansas Valley Electric Coop.,AR,1999,5,2204,32439,40918,398,6694,1934,508,17580,11,34,511,499,3144,57224,43362
817,Arkansas Valley Electric Coop.,AR,1999,6,2514,39441,41203,420,7317,1936,563,16727,11,38,574,500,3535,64059,43650
817,Arkansas Valley Electric Coop.,AR,1999,7,3324,54286,41293,490,8763,1941,646,17983,11,48,757,503,4508,81789,43748
817,Arkansas Valley Electric Coop.,AR,1999,8,4523,69504,41461,594,9408,1930,706,18555,11,67,974,506,5890,98441,43908
817,Arkansas Valley Electric Coop.,AR,1999,9,4235,65078,41563,582,9650,1942,506,16389,11,67,1006,507,5390,92123,44023
817,Arkansas Valley Electric Coop.,AR,1999,10,2512,41728,41462,400,7575,1939,479,16675,12,40,669,507,3431,66647,43920
817,Arkansas Valley Electric Coop.,AR,1999,11,2067,33165,41570,388,6649,1951,545,16130,12,33,504,510,3033,56448,44043
817,Arkansas Valley Electric Coop.,AR,1999,12,2686,39619,41653,404,6163,1955,555,17863,12,39,554,513,3684,64199,44133
963,Atlantic City Electric Company,NJ,1999,1,44009,381762,430431,31243,313905,57566,8069,98548,1004,871,4652,521,84192,798867,489522
963,Atlantic City Electric Company,NJ,1999,2,32989,283961,430314,26949,275363,57613,7661,97431,1000,783,3910,521,68382,660665,489448
963,Atlantic City Electric Company,NJ,1999,3,33121,285519,430759,27862,285832,57690,7568,92017,999,869,3993,523,69420,667361,489971
963,Atlantic City Electric Company,NJ,1999,4,30134,254875,430741,27647,277582,57827,8981,110655,1001,840,3414,519,67602,646526,490088
963,Atlantic City Electric Company,NJ,1999,5,24885,207139,430910,26059,261543,57970,9029,113692,1005,863,3129,519,60836,585503,490404
963,Atlantic City Electric Company,NJ,1999,6,32135,260724,431020,34152,326742,58177,10435,121023,1005,839,2894,518,77561,711383,490720
963,Atlantic City Electric Company,NJ,1999,7,52416,405782,432200,41734,404477,58240,9536,109206,1008,870,3072,518,104556,922537,491966
963,Atlantic City Electric Company,NJ,1999,8,60982,481007,432378,40915,402133,58151,9400,107885,1006,840,3440,519,112137,994465,492054
963,Atlantic City Electric Company,NJ,1999,9,46423,379371,431969,37780,381859,58089,9000,109549,1002,811,3716,520,94014,874495,491580
963,Atlantic City Electric Company,NJ,1999,10,31210,268117,431426,29739,306009,58038,7952,100138,997,834,4167,521,69735,678431,490982
963,Atlantic City Electric Company,NJ,1999,11,23151,207495,433519,24771,269017,58241,7704,100420,1001,807,4412,524,56433,581344,493285
963,Atlantic City Electric Company,NJ,1999,12,32304,292715,432652,26725,296385,58226,7267,99739,980,1091,5772,524,67387,694611,492382
1130,Northern Plains Elec Coop,ND,1999,1,1339,22654,9141,285,4675,1056,266,6484,10,9,58,394,1899,33871,10601
1130,Northern Plains Elec Coop,ND,1999,2,1216,20255,9135,265,4335,1056,250,6830,10,8,52,394,1739,31472,10595
1130,Northern Plains Elec Coop,ND,1999,3,1063,16873,9126,228,3494,1054,200,4912,10,66,55,388,1557,25334,10578
1130,Northern Plains Elec Coop,ND,1999,4,965,14457,9135,217,3231,1051,195,5244,10,6,43,388,1383,22975,10584
1130,Northern Plains Elec Coop,ND,1999,5,810,10855,9136,199,2822,1051,194,5157,10,24,161,397,1227,18995,10594
1130,Northern Plains Elec Coop,ND,1999,6,753,9011,9137,190,2530,1054,215,5641,10,17,205,399,1175,17387,10600
1130,Northern Plains Elec Coop,ND,1999,7,680,7405,9152,190,2580,1054,232,5838,10,30,516,402,1132,16339,10618
1130,Northern Plains Elec Coop,ND,1999,8,739,8231,9158,203,2872,1055,251,6881,10,60,1283,401,1253,19267,10624
1130,Northern Plains Elec Coop,ND,1999,9,801,9725,9160,210,2914,1051,280,7295,10,24,381,402,1315,20315,10623
1130,Northern Plains Elec Coop,ND,1999,10,932,13398,9170,209,2937,1045,227,5932,10,28,285,399,1396,22552,10624
1130,Northern Plains Elec Coop,ND,1999,11,1004,15152,9183,227,3415,1045,281,7718,10,16,53,397,1528,26338,10635
1130,Northern Plains Elec Coop,ND,1999,12,1106,15064,9180,223,3385,1044,255,6436,10,9,48,396,1593,24933,10630
1167,Baltimore Gas & Electric Co,MD,1999,1,88910,1171411,1010472,64727,1088221,106548,14495,354962,4669,2843,27096,98,170975,2641690,1121787
1167,Baltimore Gas & Electric Co,MD,1999,2,72733,938787,1011365,61548,1037373,106667,15702,381555,4601,2842,27096,98,152825,2384811,1122731
1167,Baltimore Gas & Electric Co,MD,1999,3,77555,995841,1013263,63541,1056329,106793,14801,366928,4604,2960,33622,125,158857,2452720,1124785
1167,Baltimore Gas & Electric Co,MD,1999,4,59321,732196,1013372,56944,951320,106728,15153,373348,4602,2886,30786,98,134304,2087650,1124800
1167,Baltimore Gas & Electric Co,MD,1999,5,63555,700144,1012061,63554,1007777,106657,15847,382179,4677,2892,27176,98,145848,2117276,1123493
1167,Baltimore Gas & Electric Co,MD,1999,6,92246,944703,1012742,95545,1155704,106717,20524,335233,4667,3198,25418,98,211513,2461058,1124224
1167,Baltimore Gas & Electric Co,MD,1999,7,124186,1272655,1013652,108232,1322456,106865,20876,325351,4692,3198,25418,98,256492,2945880,1125307
1167,Baltimore Gas & Electric Co,MD,1999,8,117568,1197239,1014073,106739,1278285,106971,22627,366899,4708,3303,33729,98,250237,2876152,1125850
1167,Baltimore Gas & Electric Co,MD,1999,9,77001,853838,1014159,88500,1105283,106918,19217,357648,4666,3226,29347,98,187944,2346116,1125841
1167,Baltimore Gas & Electric Co,MD,1999,10,59786,725235,1016181,62455,1019888,107003,14535,360891,4689,2979,32698,98,139755,2138712,1127971
1167,Baltimore Gas & Electric Co,MD,1999,11,62515,779069,1019780,62478,1032914,107236,14708,355879,4699,2936,32710,98,142637,2200572,1131813
1167,Baltimore Gas & Electric Co,MD,1999,12,79883,1038158,1021436,68737,1148089,107571,15833,389235,4697,3004,35959,98,167457,2611441,1133802
1179,Bangor Hydro-Electric Company,ME,1999,1,7769,58486,89895,5809,48644,14587,3345,48527,42,186,742,15963,17109,156399,120487
1179,Bangor Hydro-Electric Company,ME,1999,2,6150,45920,89888,4924,40730,14600,3536,51178,42,151,558,15964,14761,138386,120494
1179,Bangor Hydro-Electric Company,ME,1999,3,6980,52069,90017,5338,45481,14656,3888,58870,42,228,948,15965,16434,157368,120680
1179,Bangor Hydro-Electric Company,ME,1999,4,6101,45134,90887,4896,42933,14877,3100,49642,42,203,800,15992,14300,138509,121798
1179,Bangor Hydro-Electric Company,ME,1999,5,5225,37504,92405,4393,38100,15038,3227,53314,42,188,744,16089,13033,129662,123574
1179,Bangor Hydro-Electric Company,ME,1999,6,5684,40062,92971,5024,43147,15129,4134,65599,42,201,797,16092,15043,149605,124234
1179,Bangor Hydro-Electric Company,ME,1999,7,6171,43341,93346,5759,50017,15168,3078,46804,43,218,834,16080,15226,140996,124637
1179,Bangor Hydro-Electric Company,ME,1999,8,5874,41207,93581,5595,49357,15154,5253,79691,43,191,743,16109,16913,170998,124887
1179,Bangor Hydro-Electric Company,ME,1999,9,5643,39570,93261,5134,43885,15169,4175,66178,43,164,652,16116,15116,150285,124589
1179,Bangor Hydro-Electric Company,ME,1999,10,5556,39039,92055,4945,42619,15054,3174,49932,42,179,692,16126,13854,132282,123277
1179,Bangor Hydro-Electric Company,ME,1999,11,5726,40858,91317,4494,38643,14957,4306,63076,42,176,685,16102,14702,143262,122418
1179,Bangor Hydro-Electric Company,ME,1999,12,6424,50377,91087,5505,45571,14926,3620,50206,42,184,716,16132,15733,146870,122187
1613,"Berkeley Electric Coop, Inc",SC,1999,1,6795,91684,54517,690,8911,5358,468,8523,140,177,4024,365,8130,113142,60380
1613,"Berkeley Electric Coop, Inc",SC,1999,2,5629,68807,54627,636,7608,5387,473,7742,141,306,4005,368,7044,88162,60523
1613,"Berkeley Electric Coop, Inc",SC,1999,3,5629,68808,54627,636,7608,5387,473,7742,141,306,4005,368,7044,88163,60523
1613,"Berkeley Electric Coop, Inc",SC,1999,4,4775,63162,54829,622,8400,5383,441,8113,175,242,3664,362,6080,83339,60749
1613,"Berkeley Electric Coop, Inc",SC,1999,5,5323,58914,55261,757,8629,5415,644,9571,181,300,3743,374,7024,80857,61231
1613,"Berkeley Electric Coop, Inc",SC,1999,6,5736,75341,55035,785,10181,5458,560,10817,115,273,4204,375,7354,100543,60983
1613,"Berkeley Electric Coop, Inc",SC,1999,7,6755,86653,55130,859,10797,5492,624,11570,119,254,3860,373,8492,112880,61114
1613,"Berkeley Electric Coop, Inc",SC,1999,8,7091,106960,55128,836,12090,5517,491,11619,117,261,4571,370,8679,135240,61132
1613,"Berkeley Electric Coop, Inc",SC,1999,9,5858,91695,55609,735,11126,5484,487,13041,193,283,5288,388,7363,121150,61674
1613,"Berkeley Electric Coop, Inc",SC,1999,10,4802,65140,55452,645,8908,5491,514,10074,144,271,4172,388,6232,88294,61475
1613,"Berkeley Electric Coop, Inc",SC,1999,11,5127,59238,56039,665,7871,5532,597,9855,195,283,3519,389,6672,80483,62155
1613,"Berkeley Electric Coop, Inc",SC,1999,12,6873,71428,55844,801,8241,5477,706,9414,200,337,3676,390,8717,92759,61911
1738,Bonneville Power Admin,OR,1999,1,0,0,0,0,0,0,5252,207229,4,14,579,1,5266,207808,5
1738,Bonneville Power Admin,WA,1999,1,0,0,0,0,0,0,22722,961458,9,1656,68443,6,24378,1029901,15
1738,Bonneville Power Admin,OR,1999,2,0,0,0,0,0,0,4215,172367,4,14,574,1,4229,172941,5
1738,Bonneville Power Admin,WA,1999,2,0,0,0,0,0,0,14887,631651,9,1541,63558,6,16428,695209,15
1738,Bonneville Power Admin,OR,1999,3,0,0,0,0,0,0,4561,190545,4,11,443,1,4572,190988,5
1738,Bonneville Power Admin,WA,1999,3,0,0,0,0,0,0,15768,675592,9,1550,64065,6,17318,739657,15
1738,Bonneville Power Admin,OR,1999,4,0,0,0,0,0,0,3866,176374,4,9,411,1,3875,176785,5
1738,Bonneville Power Admin,WA,1999,4,0,0,0,0,0,0,14143,697028,9,1371,62910,6,15514,759938,15
1738,Bonneville Power Admin,OR,1999,5,0,0,0,0,0,0,3846,309271,4,5,355,1,3851,309626,5
1738,Bonneville Power Admin,WA,1999,5,0,0,0,0,0,0,17008,1436252,9,765,62341,6,17773,1498593,15
1738,Bonneville Power Admin,OR,1999,6,0,0,0,0,0,0,3809,299791,4,3,258,1,3812,300049,5
1738,Bonneville Power Admin,WA,1999,6,0,0,0,0,0,0,16524,1362458,9,769,61385,6,17293,1423843,15
1738,Bonneville Power Admin,OR,1999,7,0,0,0,0,0,0,4649,310855,4,3,213,1,4652,311068,5
1738,Bonneville Power Admin,WA,1999,7,0,0,0,0,0,0,21781,1594311,9,894,59830,6,22675,1654141,15
1738,Bonneville Power Admin,OR,1999,8,0,0,0,0,0,0,6390,311124,4,4,192,1,6394,311316,5
1738,Bonneville Power Admin,WA,1999,8,0,0,0,0,0,0,29683,1543570,9,1228,61214,6,30911,1604784,15
1738,Bonneville Power Admin,OR,1999,9,0,0,0,0,0,0,6119,252714,3,5,194,1,6124,252908,4
1738,Bonneville Power Admin,WA,1999,9,0,0,0,0,0,0,27015,1152254,9,1331,55929,6,28346,1208183,15
1738,Bonneville Power Admin,OR,1999,10,0,0,0,0,0,0,7556,313834,3,5,212,1,7561,314046,4
1738,Bonneville Power Admin,WA,1999,10,0,0,0,0,0,0,24433,1045507,9,1379,58163,6,25812,1103670,15
1738,Bonneville Power Admin,OR,1999,11,0,0,0,0,0,0,7253,300083,3,7,305,1,7260,300388,4
1738,Bonneville Power Admin,WA,1999,11,0,0,0,0,0,0,25786,1101138,9,1587,66656,6,27373,1167794,15
1738,Bonneville Power Admin,OR,1999,12,0,0,0,0,0,0,7592,316380,3,9,398,1,7601,316778,4
1738,Bonneville Power Admin,WA,1999,12,0,0,0,0,0,0,30672,1310113,9,1681,71151,6,32353,1381264,15
1796,Blackstone Valley Electric,RI,1999,1,4663,42795,78925,3077,32886,6930,3010,36451,719,175,1054,7,10925,113186,86581
1796,Blackstone Valley Electric,RI,1999,2,4004,35907,79022,2930,30941,6936,3065,38475,724,159,859,7,10158,106182,86689
1796,Blackstone Valley Electric,RI,1999,3,4159,37381,79000,3016,31992,6876,3141,38359,722,158,838,7,10474,108570,86605
1796,Blackstone Valley Electric,RI,1999,4,3697,32954,79050,2832,29970,6957,3115,38762,729,149,691,7,9793,102377,86743
1796,Blackstone Valley Electric,RI,1999,5,3257,30642,79080,2532,29330,6849,3329,38563,724,137,609,7,9255,99144,86660
