UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),COM_REV (Thousand $),COM_SALES (MwH),IND_REV (Thousand $),IND_SALES (MwH),OTH_REV (Thousand $),OTH_SALES (MwH),TOT_REV (Thousand $),TOT_SALES (MwH)
803,Arizona Public Service Company,AZ,1998,7,101298,1067182,74498,911861,16208,293457,930,7092,192934,2279592
803,Arizona Public Service Company,AZ,1998,8,109580,1160495,77243,953418,16968,297324,1027,7743,204818,2418980
803,Arizona Public Service Company,AZ,1998,9,88278,937657,79136,895143,6296,258817,425,7075,174135,2098692
803,Arizona Public Service Company,AZ,1998,10,55730,555048,60301,848003,15012,142290,735,7637,131778,1552978
803,Arizona Public Service Company,AZ,1998,11,36684,438923,42024,404257,20589,531412,788,9337,100085,1383929
803,Arizona Public Service Company,AZ,1998,12,56199,668965,50282,746941,19858,207755,567,7338,126906,1630999
814,Arkansas Power & Light Company,AR,1998,1,44525,561686,20865,354659,25307,544069,1137,18488,91834,1478902
814,Arkansas Power & Light Company,AR,1998,2,38739,480432,19094,320666,23679,514698,1140,18113,82652,1333909
814,Arkansas Power & Light Company,AR,1998,3,37628,461487,19474,327681,23334,507657,1115,18094,81551,1314918
814,Arkansas Power & Light Company,AR,1998,4,33996,402150,19949,325828,23927,520621,1141,17875,79013,1266474
814,Arkansas Power & Light Company,AR,1998,5,31621,361578,21051,342273,24339,529846,1131,17378,78142,1251075
814,Arkansas Power & Light Company,AR,1998,6,52698,593896,27849,447834,30168,590997,1331,20933,112046,1653660
814,Arkansas Power & Light Company,AR,1998,7,70806,806358,30444,503189,32706,632720,1467,23460,135423,1965727
814,Arkansas Power & Light Company,AR,1998,8,72209,822762,31049,516484,33323,644891,1425,22551,138006,2006688
814,Arkansas Power & Light Company,AR,1998,9,64984,738482,30187,489969,32126,623673,1345,21294,128642,1873418
814,Arkansas Power & Light Company,AR,1998,10,47878,602548,27061,460913,29208,617813,1279,20193,105426,1701467
814,Arkansas Power & Light Company,AR,1998,11,32920,379452,21570,350088,27511,585450,1047,17282,83048,1332272
814,Arkansas Power & Light Company,AR,1998,12,34322,402726,20222,333723,24388,524313,1083,17143,80015,1277905
817,Arkansas Valley Electric Coop.,AR,1998,1,3158,48322,380,6129,465,14605,41,577,4044,69633
817,Arkansas Valley Electric Coop.,AR,1998,2,2762,45216,335,5990,401,14565,36,561,3534,66332
817,Arkansas Valley Electric Coop.,AR,1998,3,2356,40613,295,5531,405,14173,33,534,3089,60851
817,Arkansas Valley Electric Coop.,AR,1998,4,2438,39239,351,5937,460,14617,36,525,3285,60318
817,Arkansas Valley Electric Coop.,AR,1998,5,2187,32114,362,5906,452,15581,35,491,3036,54092
817,Arkansas Valley Electric Coop.,AR,1998,6,2658,44645,578,10989,478,15718,40,642,3754,71994
817,Arkansas Valley Electric Coop.,AR,1998,7,3606,61771,262,4250,543,16071,52,863,4463,82955
817,Arkansas Valley Electric Coop.,AR,1998,8,4176,70779,528,8713,506,16425,62,990,5272,96907
817,Arkansas Valley Electric Coop.,AR,1998,9,3770,65165,469,8690,509,16475,61,1034,4809,91364
817,Arkansas Valley Electric Coop.,AR,1998,10,2899,49991,428,4330,493,16393,49,820,3869,71534
817,Arkansas Valley Electric Coop.,AR,1998,11,2169,34438,370,6690,527,14393,35,541,3101,56062
817,Arkansas Valley Electric Coop.,AR,1998,12,2419,35906,395,5991,464,13675,35,488,3313,56060
963,Atlantic City Electric Company,NJ,1998,1,38567,319908,28939,284340,7917,97226,914,5017,76337,706491
963,Atlantic City Electric Company,NJ,1998,2,33862,289790,26320,268884,7740,95923,814,3881,68736,658478
963,Atlantic City Electric Company,NJ,1998,3,30938,264827,26081,271998,8128,100316,888,3933,66035,641074
963,Atlantic City Electric Company,NJ,1998,4,29860,254230,30420,290337,9757,122935,810,3448,70847,670950
963,Atlantic City Electric Company,NJ,1998,5,26718,224143,26649,267878,8726,110648,872,3134,62965,605803
963,Atlantic City Electric Company,NJ,1998,6,32594,264910,34385,333215,9973,115950,848,2883,77800,716958
963,Atlantic City Electric Company,NJ,1998,7,46116,356272,39017,369022,9540,111805,878,3051,95551,840150
963,Atlantic City Electric Company,NJ,1998,8,51797,398650,39654,375257,10291,117671,877,3378,102619,894956
963,Atlantic City Electric Company,NJ,1998,9,50556,389734,39969,378210,10605,120866,853,3672,101983,892482
963,Atlantic City Electric Company,NJ,1998,10,33817,269774,33029,319353,8942,110680,880,4134,76668,703941
963,Atlantic City Electric Company,NJ,1998,11,29470,246258,27706,274831,8035,99092,852,4384,66063,624565
963,Atlantic City Electric Company,NJ,1998,12,31416,265651,28809,291528,8387,105713,881,4780,69493,667672
1130,Northern Plains Elec Coop,ND,1998,1,1190,19505,233,3822,286,7092,8,41,1717,30460
1130,Northern Plains Elec Coop,ND,1998,2,1182,19592,246,3809,282,7767,7,43,1717,31211
1130,Northern Plains Elec Coop,ND,1998,3,1023,15884,226,3419,261,6857,58,44,1568,26204
1130,Northern Plains Elec Coop,ND,1998,4,983,14794,213,3115,264,7211,7,35,1467,25155
1130,Northern Plains Elec Coop,ND,1998,5,786,10117,188,2583,268,6878,28,211,1270,19789
1130,Northern Plains Elec Coop,ND,1998,6,696,7876,186,2474,262,7305,20,272,1164,17927
1130,Northern Plains Elec Coop,ND,1998,7,699,7694,189,2548,238,6636,39,750,1165,17628
1130,Northern Plains Elec Coop,ND,1998,8,749,8328,210,2952,255,6876,75,1632,1289,19788
1130,Northern Plains Elec Coop,ND,1998,9,823,10085,211,2955,296,7805,42,817,1372,21662
1130,Northern Plains Elec Coop,ND,1998,10,793,9945,215,2982,272,6871,28,287,1308,20085
1130,Northern Plains Elec Coop,ND,1998,11,954,13960,241,3688,293,7821,9,41,1497,25510
1130,Northern Plains Elec Coop,ND,1998,12,1389,16217,235,3491,257,6604,7,37,1888,26349
1167,Baltimore Gas & Electric Co,MD,1998,1,80071,1031977,61974,1050345,14892,369674,2929,34171,159866,2486167
1167,Baltimore Gas & Electric Co,MD,1998,2,70277,896391,56650,962984,14346,352952,3004,34502,144277,2246829
1167,Baltimore Gas & Electric Co,MD,1998,3,75103,950948,62518,1034632,15993,391149,3016,35223,156630,2411952
1167,Baltimore Gas & Electric Co,MD,1998,4,57860,704484,56591,922866,15546,381397,2930,31372,132927,2040119
1167,Baltimore Gas & Electric Co,MD,1998,5,64168,705120,60724,940939,14923,365685,2957,29008,142772,2040752
1167,Baltimore Gas & Electric Co,MD,1998,6,86829,886809,89418,1063426,22314,399723,3178,26857,201739,2376815
1167,Baltimore Gas & Electric Co,MD,1998,7,108985,1107004,102162,1240027,22925,400099,3114,24292,237186,2771422
1167,Baltimore Gas & Electric Co,MD,1998,8,112158,1132754,111026,1355116,24128,421076,3130,26494,250442,2935440
1167,Baltimore Gas & Electric Co,MD,1998,9,86509,971068,80769,1114624,19089,370613,3152,28176,189519,2484481
1167,Baltimore Gas & Electric Co,MD,1998,10,59975,742529,53389,947063,12873,349408,2969,32583,129206,2071583
1167,Baltimore Gas & Electric Co,MD,1998,11,63667,802886,58171,992707,14304,354455,2890,30730,139032,2180778
1167,Baltimore Gas & Electric Co,MD,1998,12,77164,974816,75030,1062162,17678,378032,2958,34861,172830,2449871
1179,Bangor Hydro-Electric Company,ME,1998,1,7425,58951,4968,44011,3117,45121,181,762,15691,148845
1179,Bangor Hydro-Electric Company,ME,1998,2,5427,41304,5108,42929,3667,50882,173,727,14375,135842
1179,Bangor Hydro-Electric Company,ME,1998,3,5807,43290,4578,39053,3966,58324,185,742,14536,141409
1179,Bangor Hydro-Electric Company,ME,1998,4,5952,43938,4796,41135,2764,43922,185,740,13697,129735
1179,Bangor Hydro-Electric Company,ME,1998,5,5906,42348,4748,41814,4190,62539,186,742,15030,147443
1179,Bangor Hydro-Electric Company,ME,1998,6,5331,37894,4669,40197,3461,56838,184,741,13645,135670
1179,Bangor Hydro-Electric Company,ME,1998,7,5584,39270,4647,41203,2871,46305,192,767,13294,127545
1179,Bangor Hydro-Electric Company,ME,1998,8,5956,42836,5341,47535,3905,62900,179,715,15381,153986
1179,Bangor Hydro-Electric Company,ME,1998,9,6486,46072,5860,52635,4616,76780,193,766,17155,176253
1179,Bangor Hydro-Electric Company,ME,1998,10,5701,40408,5103,43719,3350,52758,202,802,14356,137687
1179,Bangor Hydro-Electric Company,ME,1998,11,5163,37321,4144,35095,3735,62872,162,655,13204,135943
1179,Bangor Hydro-Electric Company,ME,1998,12,6659,49205,5351,44018,3880,54089,185,740,16075,148052
1613,"Berkeley Electric Coop, Inc",SC,1998,1,5539,82636,575,8348,328,6915,231,3600,6673,101499
1613,"Berkeley Electric Coop, Inc",SC,1998,2,4907,78751,521,8427,287,6679,226,3956,5941,97813
1613,"Berkeley Electric Coop, Inc",SC,1998,3,5900,70335,655,7552,449,7126,291,3764,7295,88777
1613,"Berkeley Electric Coop, Inc",SC,1998,4,3949,58361,507,7768,351,10164,206,3386,5013,79679
1613,"Berkeley Electric Coop, Inc",SC,1998,5,4950,52678,700,7855,413,4495,276,3379,6339,68407
1613,"Berkeley Electric Coop, Inc",SC,1998,6,10208,206503,7468,163630,2413,85460,96,821,20185,456414
1613,"Berkeley Electric Coop, Inc",SC,1998,7,6220,100011,745,11725,395,10776,201,3976,7561,126488
1613,"Berkeley Electric Coop, Inc",SC,1998,8,5957,94500,741,11386,390,9923,207,3895,7295,119704
1613,"Berkeley Electric Coop, Inc",SC,1998,9,5496,88856,681,10672,371,9777,263,7705,6811,117010
1613,"Berkeley Electric Coop, Inc",SC,1998,10,4991,72383,662,9682,444,9746,269,4646,6366,96457
1613,"Berkeley Electric Coop, Inc",SC,1998,11,4281,56440,586,8154,454,8761,126,751,5447,74106
1613,"Berkeley Electric Coop, Inc",SC,1998,12,5677,61464,741,8234,594,8642,401,3488,7413,81828
1738,Bonneville Power Admin,OR,1998,1,0,0,0,0,4853,206867,14,591,4867,207458
1738,Bonneville Power Admin,WA,1998,1,0,0,0,0,21746,924752,1797,74471,23543,999223
1738,Bonneville Power Admin,OR,1998,2,0,0,0,0,4802,207292,11,470,4813,207762
1738,Bonneville Power Admin,WA,1998,2,0,0,0,0,19452,835945,1584,65855,21036,901800
1738,Bonneville Power Admin,OR,1998,3,0,0,0,0,3445,173348,9,380,3454,173728
1738,Bonneville Power Admin,WA,1998,3,0,0,0,0,20180,926616,1556,64860,21736,991476
1738,Bonneville Power Admin,OR,1998,4,0,0,0,0,2501,114228,8,346,2509,114574
1738,Bonneville Power Admin,WA,1998,4,0,0,0,0,18401,964901,1340,62078,19741,1026979
1738,Bonneville Power Admin,OR,1998,5,0,0,0,0,3278,234147,3,246,3281,234393
1738,Bonneville Power Admin,WA,1998,5,0,0,0,0,18213,1537441,746,60611,18959,1598052
1738,Bonneville Power Admin,OR,1998,6,0,0,0,0,3421,263667,3,218,3424,263885
1738,Bonneville Power Admin,WA,1998,6,0,0,0,0,17012,1435148,788,62680,17800,1497828
1738,Bonneville Power Admin,OR,1998,7,0,0,0,0,4198,267592,3,203,4201,267795
1738,Bonneville Power Admin,WA,1998,7,0,0,0,0,21185,1493037,897,60413,22082,1553450
1738,Bonneville Power Admin,OR,1998,8,0,0,0,0,4446,219281,4,208,4450,219489
1738,Bonneville Power Admin,WA,1998,8,0,0,0,0,28358,1450524,1179,58309,29537,1508833
1738,Bonneville Power Admin,OR,1998,9,0,0,0,0,5008,169970,5,191,5013,170161
1738,Bonneville Power Admin,WA,1998,9,0,0,0,0,22047,957008,1342,57228,23389,1014236
1738,Bonneville Power Admin,OR,1998,10,0,0,0,0,5999,248324,6,235,6005,248559
1738,Bonneville Power Admin,WA,1998,10,0,0,0,0,23035,1000152,1458,61067,24493,1061219
1738,Bonneville Power Admin,OR,1998,11,0,0,0,0,5910,242951,9,378,5919,243329
1738,Bonneville Power Admin,WA,1998,11,0,0,0,0,29852,1292226,1498,63024,31350,1355250
1738,Bonneville Power Admin,OR,1998,12,0,0,0,0,7433,307873,12,506,7445,308379
1738,Bonneville Power Admin,WA,1998,12,0,0,0,0,32956,1449524,1656,69946,34612,1519470
1796,Blackstone Valley Electric,RI,1998,1,4580,40390,3065,31710,2985,37516,173,1102,10803,110718
1796,Blackstone Valley Electric,RI,1998,2,3935,36191,2740,29611,3115,38298,159,904,9949,105004
1796,Blackstone Valley Electric,RI,1998,3,3631,33334,2777,30090,3062,41600,157,878,9627,105902
1796,Blackstone Valley Electric,RI,1998,4,3618,33384,2792,29532,3104,39816,148,732,9662,103464
1796,Blackstone Valley Electric,RI,1998,5,3381,30844,2757,29546,3172,41009,142,643,9452,102042
1796,Blackstone Valley Electric,RI,1998,6,3501,31996,2948,31432,3246,41923,137,569,9832,105920
1796,Blackstone Valley Electric,RI,1998,7,4174,38531,3189,34766,2879,36045,140,611,10382,109953
1796,Blackstone Valley Electric,RI,1998,8,4612,42811,3443,37478,3347,43103,146,699,11548,124091
1796,Blackstone Valley Electric,RI,1998,9,4327,40023,3305,35749,3377,42691,141,745,11150,119208
1796,Blackstone Valley Electric,RI,1998,10,3565,32567,2932,31425,3202,39614,161,921,9860,104527
1796,Blackstone Valley Electric,RI,1998,11,3625,33219,2745,29461,3061,37931,167,1002,9598,101613
1796,Blackstone Valley Electric,RI,1998,12,4098,37900,2911,31474,3053,37990,172,1073,10234,108437
1998,Boston Edison Company,MA,1998,1,46175,362693,63495,677799,10093,114078,2398,14298,122161,1168868
1998,Boston Edison Company,MA,1998,2,39138,305741,57960,609628,9523,105699,2118,12026,108739,1033094
1998,Boston Edison Company,MA,1998,3,34466,321678,55363,687252,6891,124352,1571,12061,98291,1145343
1998,Boston Edison Company,MA,1998,4,32056,262580,56930,611351,9784,114417,1958,9008,100728,997356
1998,Boston Edison Company,MA,1998,5,31750,270949,56983,675158,9906,126456,1994,10425,100633,1082988
1998,Boston Edison Company,MA,1998,6,32460,259473,78278,677126,13935,127887,1887,8998,126560,1073484
1998,Boston Edison Company,MA,1998,7,36761,321133,91242,802532,15089,152415,1619,8398,144711,1284478
1998,Boston Edison Company,MA,1998,8,39000,326785,92719,790026,14416,129682,1672,8945,147807,1255438
1998,Boston Edison Company,MA,1998,9,36193,285376,87740,681822,14848,127710,1777,10376,140558,1105284
1998,Boston Edison Company,MA,1998,10,32720,269125,65703,657258,10895,121421,1903,11777,111221,1059581
1998,Boston Edison Company,MA,1998,11,34274,290845,57395,649868,9175,107964,1918,12382,102762,1061059
1998,Boston Edison Company,MA,1998,12,38042,322282,59337,687495,10105,126562,1997,13236,109481,1149575
2008,City of Boulder,NV,1998,1,294,7500,152,3073,0,0,0,0,446,10573
2008,City of Boulder,NV,1998,2,276,7016,150,3020,0,0,0,0,426,10036
2008,City of Boulder,NV,1998,3,207,5216,127,2483,0,0,0,0,334,7699
2008,City of Boulder,NV,1998,4,227,5756,137,2696,0,0,0,0,364,8452
2008,City of Boulder,NV,1998,5,206,5191,148,2932,0,0,0,0,354,8123
2008,City of Boulder,NV,1998,6,290,7424,149,2910,0,0,0,0,439,10334
2008,City of Boulder,NV,1998,7,514,13078,202,4035,0,0,0,0,716,17113
2008,City of Boulder,NV,1998,8,493,12568,233,4723,0,0,0,0,726,17291
2008,City of Boulder,NV,1998,9,370,9588,222,4419,0,0,0,0,592,14007
2008,City of Boulder,NV,1998,10,212,5356,170,3334,0,0,0,0,382,8690
2008,City of Boulder,NV,1998,11,250,6382,160,3190,0,0,0,0,410,9572
2008,City of Boulder,NV,1998,12,289,7326,152,3011,0,0,0,0,441,10337
2010,untiful City Light & Power,UT,1998,1,664,11740,227,4509,138,4056,173,3128,1202,23433
2010,untiful City Light & Power,UT,1998,2,512,8984,204,3838,118,3647,158,2624,992,19093
2010,untiful City Light & Power,UT,1998,3,471,8250,211,3984,130,3751,157,2689,969,18674
2010,untiful City Light & Power,UT,1998,4,555,9764,237,4464,143,4551,173,2562,1108,21341
2010,untiful City Light & Power,UT,1998,5,514,9017,278,5607,121,3683,186,3243,1099,21550
2010,untiful City Light & Power,UT,1998,6,402,6995,239,4468,146,4707,160,2326,947,18496
2010,untiful City Light & Power,UT,1998,7,780,13835,290,5643,131,4249,190,3264,1391,26991
2010,untiful City Light & Power,UT,1998,8,718,12718,304,5935,139,4529,185,3122,1346,26304
2010,untiful City Light & Power,UT,1998,9,704,12462,288,5540,134,4328,206,3613,1332,25943
2010,untiful City Light & Power,UT,1998,10,445,7761,259,4882,144,4707,169,2763,1017,20113
2010,untiful City Light & Power,UT,1998,11,528,9261,220,4099,139,4479,161,2722,1048,20561
2010,untiful City Light & Power,UT,1998,12,592,10429,236,4638,119,3677,172,2948,1119,21692
2247,City of Bristol,TN,1998,1,2894,51510,313,4780,1450,30070,69,774,4726,87134
2247,City of Bristol,TN,1998,2,2679,47610,306,4669,1493,32249,68,754,4546,85282
2247,City of Bristol,TN,1998,3,2295,40714,277,4211,1421,29540,71,765,4064,75230
2247,City of Bristol,TN,1998,4,1775,31299,257,3862,1489,32409,69,782,3590,68352
2247,City of Bristol,TN,1998,5,1446,25288,248,3595,1451,31718,69,781,3214,61382
2247,City of Bristol,TN,1998,6,1581,27721,283,4291,1671,35163,69,782,3604,67957
2247,City of Bristol,TN,1998,7,1915,33789,325,4996,1932,35035,70,783,4242,74603
2247,City of Bristol,TN,1998,8,1766,31076,309,4704,1812,36349,70,777,3957,72906
2247,City of Bristol,TN,1998,9,1786,31460,306,4667,1678,37158,70,780,3840,74065
2247,City of Bristol,TN,1998,10,1478,25811,252,3763,1655,34277,70,788,3455,64639
2247,City of Bristol,TN,1998,11,1727,30417,247,3627,1499,33282,70,768,3543,68094
2247,City of Bristol,TN,1998,12,2177,38580,274,4127,1485,32945,70,765,4006,76417
2285,City of Brookings,SD,1998,1,301,7599,199,4031,262,6291,70,1455,832,19376
2285,City of Brookings,SD,1998,2,245,6482,166,3646,235,6026,59,1298,705,17452
2285,City of Brookings,SD,1998,3,242,5995,169,3410,253,6039,60,1110,724,16554
2285,City of Brookings,SD,1998,4,211,5483,165,3298,266,6119,61,1120,703,16020
2285,City of Brookings,SD,1998,5,180,3918,153,2902,278,6524,57,990,668,14334
2285,City of Brookings,SD,1998,6,198,4222,161,3128,305,7023,58,1130,722,15503
2285,City of Brookings,SD,1998,7,233,5514,177,3705,306,7866,66,1222,782,18307
2285,City of Brookings,SD,1998,8,237,5148,175,3239,320,7625,65,1186,797,17198
