UTILITYID,UTILNAME,STATE_CODE,YEAR,MONTH,TOT_REV (Thousand $),TOT_SALES (MwH), TOTAL CUSTOMERS 
84,A & N Electric Coop,MD,2012,1,28.64,231.14,323
84,A & N Electric Coop,VA,2012,1,5920.67,53564.74,34302
84,A & N Electric Coop,MD,2012,2,33.6,277.22,323
84,A & N Electric Coop,VA,2012,2,7048.35,65302.28,34280
84,A & N Electric Coop,MD,2012,3,26.94,214.8,324
84,A & N Electric Coop,VA,2012,3,6396.11,57763.86,34280
84,A & N Electric Coop,MD,2012,4,18.29,134.78,322
84,A & N Electric Coop,VA,2012,4,4750.58,42359.37,34248
84,A & N Electric Coop,MD,2012,5,18.72,143.43,322
84,A & N Electric Coop,VA,2012,5,4545.84,42142.49,34328
84,A & N Electric Coop,MD,2012,6,24.09,193.45,322
84,A & N Electric Coop,VA,2012,6,4834.41,44320.6,34373
84,A & N Electric Coop,MD,2012,7,35.41,303.11,319
84,A & N Electric Coop,VA,2012,7,6152.04,57071.34,34410
84,A & N Electric Coop,MD,2012,8,34.31,291.98,319
84,A & N Electric Coop,VA,2012,8,7493.11,70240.37,34460
84,A & N Electric Coop,MD,2012,9,31.71,266.38,321
84,A & N Electric Coop,VA,2012,9,6447.91,60308.73,34413
84,A & N Electric Coop,MD,2012,10,20.08,155.84,321
84,A & N Electric Coop,VA,2012,10,5167.98,48452.94,34409
84,A & N Electric Coop,MD,2012,11,22.84,185.73,323
84,A & N Electric Coop,VA,2012,11,5630.29,54504.18,34348
84,A & N Electric Coop,MD,2012,12,26.18,219.47,321
84,A & N Electric Coop,VA,2012,12,5407.64,51169.16,34314
176,Ajo Improvement Co,AZ,2012,1,86.81,817,1040
176,Ajo Improvement Co,AZ,2012,2,81.64,770,1043
176,Ajo Improvement Co,AZ,2012,3,90.46,943,1046
176,Ajo Improvement Co,AZ,2012,4,83.62,822,1045
176,Ajo Improvement Co,AZ,2012,5,54.19,890,1042
176,Ajo Improvement Co,AZ,2012,6,110.06,1454,1016
176,Ajo Improvement Co,AZ,2012,7,85.66,1190.62,1010
176,Ajo Improvement Co,AZ,2012,8,106.97,1402,1009
176,Ajo Improvement Co,AZ,2012,9,78.25,1053,1001
176,Ajo Improvement Co,AZ,2012,10,76.11,987,1023
176,Ajo Improvement Co,AZ,2012,11,56.93,790,1016
176,Ajo Improvement Co,AZ,2012,12,47.05,671,1004
195,Alabama Power Co,AL,2012,1,376488,4380797,1434262
195,Alabama Power Co,AL,2012,2,355438,4063940,1436013
195,Alabama Power Co,AL,2012,3,360521,4118595,1437415
195,Alabama Power Co,AL,2012,4,359242,4051493,1438347
195,Alabama Power Co,AL,2012,5,420520,4675629,1438252
195,Alabama Power Co,AL,2012,6,473926,4896154,1439196
195,Alabama Power Co,AL,2012,7,538009,5430472,1438779
195,Alabama Power Co,AL,2012,8,507170,5161164,1440103
195,Alabama Power Co,AL,2012,9,431088,4571436,1440194
195,Alabama Power Co,AL,2012,10,369856,4116561,1439337
195,Alabama Power Co,AL,2012,11,355947,4094223,1439904
195,Alabama Power Co,AL,2012,12,384876,4386303,1440488
213,Alaska Electric Light&Power Co,AK,2012,1,4073.44,37284.99,16136
213,Alaska Electric Light&Power Co,AK,2012,2,4141.12,38623.53,16124
213,Alaska Electric Light&Power Co,AK,2012,3,3753.07,34967.42,16117
213,Alaska Electric Light&Power Co,AK,2012,4,3751.06,33831.37,16144
213,Alaska Electric Light&Power Co,AK,2012,5,3416.54,30068.11,16182
213,Alaska Electric Light&Power Co,AK,2012,6,2872.24,31760.54,16220
213,Alaska Electric Light&Power Co,AK,2012,7,2771.28,30688.32,16228
213,Alaska Electric Light&Power Co,AK,2012,8,2907.39,30702.18,16230
213,Alaska Electric Light&Power Co,AK,2012,9,2914.09,31235.41,16225
213,Alaska Electric Light&Power Co,AK,2012,10,2908.82,30063.29,16209
213,Alaska Electric Light&Power Co,AK,2012,11,3872.11,35681.32,16159
213,Alaska Electric Light&Power Co,AK,2012,12,4228.38,34237.57,16181
219,Alaska Power and Telephone Co,AK,2012,1,1675.27,5759.24,6859
219,Alaska Power and Telephone Co,AK,2012,2,1682.86,5527.12,6829
219,Alaska Power and Telephone Co,AK,2012,3,1591.19,5074.83,6850
219,Alaska Power and Telephone Co,AK,2012,4,1726.73,5062.02,6919
219,Alaska Power and Telephone Co,AK,2012,5,1392.17,4969.11,7036
219,Alaska Power and Telephone Co,AK,2012,6,1441,5400.13,7082
219,Alaska Power and Telephone Co,AK,2012,7,1487.65,5901.5,7085
219,Alaska Power and Telephone Co,AK,2012,8,1478.58,5862.39,7086
219,Alaska Power and Telephone Co,AK,2012,9,1485.68,5705.15,7109
219,Alaska Power and Telephone Co,AK,2012,10,1386.37,4971.07,7077
219,Alaska Power and Telephone Co,AK,2012,11,1469.42,5126.64,6906
219,Alaska Power and Telephone Co,AK,2012,12,1675.72,5707.26,6873
261,AGC Division of APG Inc,IN,2012,1,14722.64,393683,1
261,AGC Division of APG Inc,IN,2012,2,13111.64,369751,1
261,AGC Division of APG Inc,IN,2012,3,18558.7,390568,1
261,AGC Division of APG Inc,IN,2012,4,18688.86,381181,1
261,AGC Division of APG Inc,IN,2012,5,17685.62,394883,1
261,AGC Division of APG Inc,IN,2012,6,14706.96,380184,1
261,AGC Division of APG Inc,IN,2012,7,13272.08,390110,1
261,AGC Division of APG Inc,IN,2012,8,12380.13,389818,1
261,AGC Division of APG Inc,IN,2012,9,13368.5,379611,1
261,AGC Division of APG Inc,IN,2012,10,14951.07,388279,1
261,AGC Division of APG Inc,IN,2012,11,14907.2,373827,1
261,AGC Division of APG Inc,IN,2012,12,14175.57,378201,1
392,Alpena Power Co,MI,2012,1,2989,29393,17599
392,Alpena Power Co,MI,2012,2,2265,22597,17527
392,Alpena Power Co,MI,2012,3,2634,25442,17656
392,Alpena Power Co,MI,2012,4,2679,27655,17586
392,Alpena Power Co,MI,2012,5,2762,27131,17587
392,Alpena Power Co,MI,2012,6,2894,28388,17594
392,Alpena Power Co,MI,2012,7,3277,31208,17598
392,Alpena Power Co,MI,2012,8,3023,30766,17611
392,Alpena Power Co,MI,2012,9,2692,26789,17610
392,Alpena Power Co,MI,2012,10,2897,29324,17620
392,Alpena Power Co,MI,2012,11,2882,28900,17610
392,Alpena Power Co,MI,2012,12,2999,30466,17620
471,Amana Society Service Co,IA,2012,1,596,6780,884
471,Amana Society Service Co,IA,2012,2,499,6629,883
471,Amana Society Service Co,IA,2012,3,500,6734,883
471,Amana Society Service Co,IA,2012,4,549,6495,884
471,Amana Society Service Co,IA,2012,5,664,7283,886
471,Amana Society Service Co,IA,2012,6,732,7563,887
471,Amana Society Service Co,IA,2012,7,767,8600,887
471,Amana Society Service Co,IA,2012,8,714,7794,886
471,Amana Society Service Co,IA,2012,9,645,6565,887
471,Amana Society Service Co,IA,2012,10,635,7893,887
471,Amana Society Service Co,IA,2012,11,577,6700,886
471,Amana Society Service Co,IA,2012,12,524,5946,887
599,Anchorage Municipal Light and Power,AK,2012,1,10611.7,103298.48,30473
599,Anchorage Municipal Light and Power,AK,2012,2,10647.15,103880.88,30573
599,Anchorage Municipal Light and Power,AK,2012,3,10095.78,97974.83,30645
599,Anchorage Municipal Light and Power,AK,2012,4,8836.79,92483.66,30713
599,Anchorage Municipal Light and Power,AK,2012,5,8303.21,85468.85,30823
599,Anchorage Municipal Light and Power,AK,2012,6,8273.7,84909.93,30765
599,Anchorage Municipal Light and Power,AK,2012,7,6392.81,86015.08,30844
599,Anchorage Municipal Light and Power,AK,2012,8,6392.14,86134.02,30923
599,Anchorage Municipal Light and Power,AK,2012,9,6355.6,84580.42,30766
599,Anchorage Municipal Light and Power,AK,2012,10,7812.43,85045.55,30934
599,Anchorage Municipal Light and Power,AK,2012,11,8502.55,94424.73,30796
599,Anchorage Municipal Light and Power,AK,2012,12,8735.31,96448.51,30707
689,Connexus Energy,MN,2012,1,18361.32,168337.64,126127
689,Connexus Energy,MN,2012,2,16104.51,150913.22,126180
689,Connexus Energy,MN,2012,3,15502.84,144635.51,126221
689,Connexus Energy,MN,2012,4,14582.43,134284.07,126210
689,Connexus Energy,MN,2012,5,17153.72,150210.77,126229
689,Connexus Energy,MN,2012,6,21696.65,184889.42,126217
689,Connexus Energy,MN,2012,7,27957.24,239189.9,126259
689,Connexus Energy,MN,2012,8,21596.47,189463.92,126357
689,Connexus Energy,MN,2012,9,16853.16,152156.42,126432
689,Connexus Energy,MN,2012,10,15289.29,145925.29,126625
689,Connexus Energy,MN,2012,11,15915.43,149765.2,126778
689,Connexus Energy,MN,2012,12,18336.75,172616.04,126913
727,Appalachian Electric Coop,TN,2012,1,9127,90274,44820
727,Appalachian Electric Coop,TN,2012,2,8290,83123,44806
727,Appalachian Electric Coop,TN,2012,3,7250,72106,44847
727,Appalachian Electric Coop,TN,2012,4,6024,57247,44844
727,Appalachian Electric Coop,TN,2012,5,6440,61123,44879
727,Appalachian Electric Coop,TN,2012,6,7819,71806,44905
727,Appalachian Electric Coop,TN,2012,7,9245,85905,44899
727,Appalachian Electric Coop,TN,2012,8,8941,84853,44974
727,Appalachian Electric Coop,TN,2012,9,8114,74306,44880
727,Appalachian Electric Coop,TN,2012,10,6386,59288,44917
727,Appalachian Electric Coop,TN,2012,11,7249,67954,44894
727,Appalachian Electric Coop,TN,2012,12,8254,76589,44886
733,Appalachian Power Co,VA,2012,1,115941,1494685,523057
733,Appalachian Power Co,WV,2012,1,116264,1444148,438919
733,Appalachian Power Co,VA,2012,2,114654,1367672,523543
733,Appalachian Power Co,WV,2012,2,104677,1263571,439159
733,Appalachian Power Co,VA,2012,3,101529,1194873,523113
733,Appalachian Power Co,WV,2012,3,91730,1116966,438533
733,Appalachian Power Co,VA,2012,4,91721,1114904,522409
733,Appalachian Power Co,WV,2012,4,82973,1010854,437675
733,Appalachian Power Co,VA,2012,5,100688,1207441,522274
733,Appalachian Power Co,WV,2012,5,89832,1089188,436938
733,Appalachian Power Co,VA,2012,6,105542,1244094,522218
733,Appalachian Power Co,WV,2012,6,88743,1102567,436459
733,Appalachian Power Co,VA,2012,7,122432,1371313,523158
733,Appalachian Power Co,WV,2012,7,101063,1247745,436416
733,Appalachian Power Co,VA,2012,8,126330,1391074,523194
733,Appalachian Power Co,WV,2012,8,102323,1237323,436456
733,Appalachian Power Co,VA,2012,9,101481,1140033,523175
733,Appalachian Power Co,WV,2012,9,85632,1071151,435833
733,Appalachian Power Co,VA,2012,10,109673,1201065,522937
733,Appalachian Power Co,WV,2012,10,93029,1138726,436227
733,Appalachian Power Co,VA,2012,11,123859,1341357,523616
733,Appalachian Power Co,WV,2012,11,103711,1259865,436522
733,Appalachian Power Co,VA,2012,12,132959,1455480,523654
733,Appalachian Power Co,WV,2012,12,103051,1279783,436625
803,Arizona Public Service Co,AZ,2012,1,196185,2006054,1133931
803,Arizona Public Service Co,AZ,2012,2,180712,1833358,1133320
803,Arizona Public Service Co,AZ,2012,3,188764,1903140,1135389
803,Arizona Public Service Co,AZ,2012,4,212152,1960009,1132356
803,Arizona Public Service Co,AZ,2012,5,277764,2429775,1127101
803,Arizona Public Service Co,AZ,2012,6,328609,2865388,1126140
803,Arizona Public Service Co,AZ,2012,7,353278,3086526,1124628
803,Arizona Public Service Co,AZ,2012,8,377606,3293894,1128957
803,Arizona Public Service Co,AZ,2012,9,308029,2683039,1131071
803,Arizona Public Service Co,AZ,2012,10,238797,2194167,1132290
803,Arizona Public Service Co,AZ,2012,11,188945,1885531,1137188
803,Arizona Public Service Co,AZ,2012,12,204655,2013255,1145179
814,Entergy Arkansas Inc,AR,2012,1,130787.3,1763449.38,692741
814,Entergy Arkansas Inc,TN,2012,1,0.68,5.93,10
814,Entergy Arkansas Inc,AR,2012,2,123434.77,1663687.01,692871
814,Entergy Arkansas Inc,TN,2012,2,0.65,6.16,9
814,Entergy Arkansas Inc,AR,2012,3,117449.98,1561358.05,691618
814,Entergy Arkansas Inc,TN,2012,3,0.56,5.21,9
814,Entergy Arkansas Inc,AR,2012,4,108486.24,1442881.96,691650
814,Entergy Arkansas Inc,TN,2012,4,0.36,2.57,9
814,Entergy Arkansas Inc,AR,2012,5,116077.64,1525585.91,696688
814,Entergy Arkansas Inc,TN,2012,5,0.25,0.65,9
814,Entergy Arkansas Inc,AR,2012,6,157405.07,1896663.2,701128
814,Entergy Arkansas Inc,TN,2012,6,0.28,1.91,7
814,Entergy Arkansas Inc,AR,2012,7,186862.11,2180794.29,702858
814,Entergy Arkansas Inc,TN,2012,7,0.32,2.15,7
814,Entergy Arkansas Inc,AR,2012,8,199104.79,2309427.57,704194
814,Entergy Arkansas Inc,TN,2012,8,0.32,2.33,7
814,Entergy Arkansas Inc,AR,2012,9,175158.17,2054017.06,701445
814,Entergy Arkansas Inc,TN,2012,9,0.37,3.08,7
814,Entergy Arkansas Inc,AR,2012,10,130381.97,1682317.49,700200
814,Entergy Arkansas Inc,TN,2012,10,0.28,1.91,7
814,Entergy Arkansas Inc,AR,2012,11,115776.15,1477617.25,695369
814,Entergy Arkansas Inc,TN,2012,11,0.29,1.64,7
814,Entergy Arkansas Inc,AR,2012,12,120576.58,1529034.72,695469
814,Entergy Arkansas Inc,TN,2012,12,0.41,3.47,7
817,Arkansas Valley Elec Coop Corp,AR,2012,1,8104,99099,52818
817,Arkansas Valley Elec Coop Corp,OK,2012,1,550,6902,4442
817,Arkansas Valley Elec Coop Corp,AR,2012,2,8060,98776,52892
817,Arkansas Valley Elec Coop Corp,OK,2012,2,503,6736,4447
817,Arkansas Valley Elec Coop Corp,AR,2012,3,7115,87773,52874
817,Arkansas Valley Elec Coop Corp,OK,2012,3,486,5966,4459
817,Arkansas Valley Elec Coop Corp,AR,2012,4,6299,75003,52950
817,Arkansas Valley Elec Coop Corp,OK,2012,4,441,5012,4446
817,Arkansas Valley Elec Coop Corp,AR,2012,5,6461,80508,52956
817,Arkansas Valley Elec Coop Corp,OK,2012,5,497,5381,4442
817,Arkansas Valley Elec Coop Corp,AR,2012,6,7925,96956,53080
817,Arkansas Valley Elec Coop Corp,OK,2012,6,570,6808,4447
817,Arkansas Valley Elec Coop Corp,AR,2012,7,9509,119111,53071
817,Arkansas Valley Elec Coop Corp,OK,2012,7,658,8524,4481
817,Arkansas Valley Elec Coop Corp,AR,2012,8,11305,131067,53285
817,Arkansas Valley Elec Coop Corp,OK,2012,8,789,10844,4496
817,Arkansas Valley Elec Coop Corp,AR,2012,9,9322,109583,53099
817,Arkansas Valley Elec Coop Corp,OK,2012,9,656,8608,4468
817,Arkansas Valley Elec Coop Corp,AR,2012,10,6920,81784,53711
817,Arkansas Valley Elec Coop Corp,OK,2012,10,496,5815,4454
817,Arkansas Valley Elec Coop Corp,AR,2012,11,6600,77992,53028
817,Arkansas Valley Elec Coop Corp,OK,2012,11,497,5187,4469
817,Arkansas Valley Elec Coop Corp,AR,2012,12,7283,86970,52971
817,Arkansas Valley Elec Coop Corp,OK,2012,12,590,6138,4468
963,Atlantic City Electric Co,NJ,2012,1,64371.74,415268.49,466684
963,Atlantic City Electric Co,NJ,2012,2,56976.7,365033.67,465086
963,Atlantic City Electric Co,NJ,2012,3,55604.68,366653.72,464202
963,Atlantic City Electric Co,NJ,2012,4,47411.42,307770.05,460378
963,Atlantic City Electric Co,NJ,2012,5,55971.06,338878.21,457287
963,Atlantic City Electric Co,NJ,2012,6,74090.34,444158.39,454417
963,Atlantic City Electric Co,NJ,2012,7,115711.05,645846.82,451249
963,Atlantic City Electric Co,NJ,2012,8,103681.31,617128.02,448813
963,Atlantic City Electric Co,NJ,2012,9,70856.52,419593.24,445930
963,Atlantic City Electric Co,NJ,2012,10,44211.63,286770.78,440916
963,Atlantic City Electric Co,NJ,2012,11,48484.25,312687.65,437916
963,Atlantic City Electric Co,NJ,2012,12,55888.36,358065.5,434657
1167,Baltimore Gas & Electric Co,MD,2012,1,152990,1187252,925309
1167,Baltimore Gas & Electric Co,MD,2012,2,134374,1049240,923438
1167,Baltimore Gas & Electric Co,MD,2012,3,116670,903977,920369
1167,Baltimore Gas & Electric Co,MD,2012,4,107726,842678,911889
1167,Baltimore Gas & Electric Co,MD,2012,5,113430,897561,906306
1167,Baltimore Gas & Electric Co,MD,2012,6,133066,1038957,901797
1167,Baltimore Gas & Electric Co,MD,2012,7,177049,1397355,900562
1167,Baltimore Gas & Electric Co,MD,2012,8,162673,1272243,897575
1167,Baltimore Gas & Electric Co,MD,2012,9,123691,957795,893770
1167,Baltimore Gas & Electric Co,MD,2012,10,102416,809785,889227
1167,Baltimore Gas & Electric Co,MD,2012,11,115917,951034,883903
1167,Baltimore Gas & Electric Co,MD,2012,12,133812,1051990,879009
1613,Berkeley Electric Coop Inc,SC,2012,1,16202,151324,83217
1613,Berkeley Electric Coop Inc,SC,2012,2,15941,140324,83568
1613,Berkeley Electric Coop Inc,SC,2012,3,13601,130673,83387
1613,Berkeley Electric Coop Inc,SC,2012,4,13608,121396,83457
1613,Berkeley Electric Coop Inc,SC,2012,5,15139,128543,83772
1613,Berkeley Electric Coop Inc,SC,2012,6,17765,147644,83860
1613,Berkeley Electric Coop Inc,SC,2012,7,19854,176238,84216
1613,Berkeley Electric Coop Inc,SC,2012,8,18839,192284,84250
1613,Berkeley Electric Coop Inc,SC,2012,9,17087,173665,84121
1613,Berkeley Electric Coop Inc,SC,2012,10,15313,153796,84362
1613,Berkeley Electric Coop Inc,SC,2012,11,17518,137994,84272
1613,Berkeley Electric Coop Inc,SC,2012,12,18637,157778,82900
1651,Bethel Utilities Corp,AK,2012,1,2235,4333,2688
1651,Bethel Utilities Corp,AK,2012,2,1968.38,3774.09,2692
1651,Bethel Utilities Corp,AK,2012,3,1919.86,3699.98,2679
1651,Bethel Utilities Corp,AK,2012,4,1705.3,3218.35,2692
1651,Bethel Utilities Corp,AK,2012,5,1665.18,3131.36,2705
1651,Bethel Utilities Corp,AK,2012,6,1518.35,2818.06,2710
1651,Bethel Utilities Corp,AK,2012,7,1630.8,2963.55,2699
1651,Bethel Utilities Corp,AK,2012,8,1721.09,3171.6,2702
1651,Bethel Utilities Corp,AK,2012,9,1630.49,3007.52,2660
1651,Bethel Utilities Corp,AK,2012,10,1859.79,3263.51,2690
1651,Bethel Utilities Corp,AK,2012,11,2011.89,3543.51,2670
1651,Bethel Utilities Corp,AK,2012,12,2299.8,4090.32,2664
1738,Bonneville Power Administration,OR,2012,1,21.45,590.27,1
1738,Bonneville Power Administration,WA,2012,1,12943.72,633734.28,9
1738,Bonneville Power Administration,OR,2012,2,21.09,507.91,1
1738,Bonneville Power Administration,WA,2012,2,12964.23,595226.64,9
1738,Bonneville Power Administration,OR,2012,3,21.58,510.26,1
1738,Bonneville Power Administration,WA,2012,3,13472.7,635824,9
1738,Bonneville Power Administration,OR,2012,4,16.54,376.65,1
1738,Bonneville Power Administration,WA,2012,4,12745.18,607439.64,9
1738,Bonneville Power Administration,OR,2012,5,8.25,306.85,1
1738,Bonneville Power Administration,WA,2012,5,10729.08,629559.34,9
1738,Bonneville Power Administration,OR,2012,6,8.27,256.72,1
1738,Bonneville Power Administration,WA,2012,6,10767.73,607628.04,9
1738,Bonneville Power Administration,OR,2012,7,5.53,237.03,1
1738,Bonneville Power Administration,WA,2012,7,12334.73,628348.7,9
1738,Bonneville Power Administration,OR,2012,8,7.66,236.24,1
1738,Bonneville Power Administration,WA,2012,8,13563.33,624274.5,9
1738,Bonneville Power Administration,OR,2012,9,7.26,218.05,1
1738,Bonneville Power Administration,WA,2012,9,12716.97,602544.59,9
1738,Bonneville Power Administration,OR,2012,10,12.57,315.63,1
1738,Bonneville Power Administration,WA,2012,10,11834.24,610256.74,9
1738,Bonneville Power Administration,OR,2012,11,16.05,432.51,1
1738,Bonneville Power Administration,WA,2012,11,11515.12,600612.21,9
1738,Bonneville Power Administration,OR,2012,12,20.37,567.07,1
1738,Bonneville Power Administration,WA,2012,12,12760.88,626476.8,9
1764,Black Diamond Power Co,WV,2012,1,814.22,6551.11,5017
1764,Black Diamond Power Co,WV,2012,2,722.41,5906.17,4966
1764,Black Diamond Power Co,WV,2012,3,604.56,4743.77,5023
1764,Black Diamond Power Co,WV,2012,4,519.77,3962.13,5001
1764,Black Diamond Power Co,WV,2012,5,493.47,3889.31,5049
1764,Black Diamond Power Co,WV,2012,6,533.14,4112.02,5000
1764,Black Diamond Power Co,WV,2012,7,611.47,4749.19,4968
1764,Black Diamond Power Co,WV,2012,8,566.51,4413.57,4975
1764,Black Diamond Power Co,WV,2012,9,620.74,4677.37,4970
1764,Black Diamond Power Co,WV,2012,10,496.06,3620.97,4970
1764,Black Diamond Power Co,WV,2012,11,632.65,4766.67,4970
1764,Black Diamond Power Co,WV,2012,12,687.64,5259.56,5049
1769,"Black Hills Electric Coop, Inc",SD,2012,1,1607.99,16010.02,9210
1769,"Black Hills Electric Coop, Inc",SD,2012,2,1566.66,15093.36,9207
1769,"Black Hills Electric Coop, Inc",SD,2012,3,1164.54,10035.25,9219
1769,"Black Hills Electric Coop, Inc",SD,2012,4,1097.29,8977.75,9238
1769,"Black Hills Electric Coop, Inc",SD,2012,5,1148.78,8721.37,9251
1769,"Black Hills Electric Coop, Inc",SD,2012,6,1212.65,9488,9266
1769,"Black Hills Electric Coop, Inc",SD,2012,7,1492.04,12091.67,9291
1769,"Black Hills Electric Coop, Inc",SD,2012,8,1313.91,10460.48,9310
1769,"Black Hills Electric Coop, Inc",SD,2012,9,1024.26,7989.61,9314
1769,"Black Hills Electric Coop, Inc",SD,2012,10,1181.85,10008.03,9321
1769,"Black Hills Electric Coop, Inc",SD,2012,11,1302.21,12019.28,9319
1769,"Black Hills Electric Coop, Inc",SD,2012,12,1591.75,15646.83,9322
1857,Block Island Power Co,RI,2012,1,260,517,1856
1857,Block Island Power Co,RI,2012,2,258,505,1857
1857,Block Island Power Co,RI,2012,3,291,542,1864
1857,Block Island Power Co,RI,2012,4,297,550,1859
1857,Block Island Power Co,RI,2012,5,380,799,1859
1857,Block Island Power Co,RI,2012,6,643,1016,1863
1857,Block Island Power Co,RI,2012,7,1064,1838,1864
1857,Block Island Power Co,RI,2012,8,1066,1746,1865
1857,Block Island Power Co,RI,2012,9,751,1148,1868
1857,Block Island Power Co,RI,2012,10,354,728,1866
1857,Block Island Power Co,RI,2012,11,283,519,1866
1857,Block Island Power Co,RI,2012,12,301,641,1865
2008,City of Boulder City - (NV),NV,2012,1,932.39,10415.08,7706
2008,City of Boulder City - (NV),NV,2012,2,1042.13,11752.86,7748
2008,City of Boulder City - (NV),NV,2012,3,836.41,9258.23,7732
2008,City of Boulder City - (NV),NV,2012,4,827.49,9028.48,7713
2008,City of Boulder City - (NV),NV,2012,5,826.27,9112.62,7723
2008,City of Boulder City - (NV),NV,2012,6,1147.46,12530.65,7704
2008,City of Boulder City - (NV),NV,2012,7,1483.07,16454.84,7801
2008,City of Boulder City - (NV),NV,2012,8,1748.43,19515.73,7879
2008,City of Boulder City - (NV),NV,2012,9,1626.13,18033.02,7719
2008,City of Boulder City - (NV),NV,2012,10,1249.47,13764.02,7705
2008,City of Boulder City - (NV),NV,2012,11,1076.24,11854.1,7714
2008,City of Boulder City - (NV),NV,2012,12,864.04,9508.54,7725
2010,City of Bountiful,UT,2012,1,2102,23099,16569
2010,City of Bountiful,UT,2012,2,2175,24087,16573
2010,City of Bountiful,UT,2012,3,1954,21593,16614
2010,City of Bountiful,UT,2012,4,1881,20844,16587
2010,City of Bountiful,UT,2012,5,1786,19230,16557
2010,City of Bountiful,UT,2012,6,1964,21841,16634
2010,City of Bountiful,UT,2012,7,2384,26261,16688
2010,City of Bountiful,UT,2012,8,3055,33973,16714
2010,City of Bountiful,UT,2012,9,2945,33076,16685
2010,City of Bountiful,UT,2012,10,2295,25076,16736
2010,City of Bountiful,UT,2012,11,1957,21562,16656
2010,City of Bountiful,UT,2012,12,1979,21946,16633
2247,City of Bristol - (TN),TN,2012,1,8526,94877,32852
2247,City of Bristol - (TN),TN,2012,2,7626,87461,32847
2247,City of Bristol - (TN),TN,2012,3,6941,79459,32880
2247,City of Bristol - (TN),TN,2012,4,5718,63802,32857
2247,City of Bristol - (TN),TN,2012,5,6022,68812,32843
2247,City of Bristol - (TN),TN,2012,6,6941,72333,32856
2247,City of Bristol - (TN),TN,2012,7,7945,82036,32909
2247,City of Bristol - (TN),TN,2012,8,7860,82630,32938
2247,City of Bristol - (TN),TN,2012,9,7396,75036,32901
2247,City of Bristol - (TN),TN,2012,10,5948,66097,32855
2247,City of Bristol - (TN),TN,2012,11,6601,71924,32846
2247,City of Bristol - (TN),TN,2012,12,7722,81390,32854
2285,City of Brookings - (SD),SD,2012,1,1854,25123,9881
2285,City of Brookings - (SD),SD,2012,2,1834,25490,9886
2285,City of Brookings - (SD),SD,2012,3,1728,25142,9884
2285,City of Brookings - (SD),SD,2012,4,1485,21414,9897
2285,City of Brookings - (SD),SD,2012,5,1548,20531,9865
2285,City of Brookings - (SD),SD,2012,6,1721,22714,9714
2285,City of Brookings - (SD),SD,2012,7,2199,25783,9885
2285,City of Brookings - (SD),SD,2012,8,2165,27007,9994
2285,City of Brookings - (SD),SD,2012,9,2017,25549,10037
2285,City of Brookings - (SD),SD,2012,10,1565,19498,10031
2285,City of Brookings - (SD),SD,2012,11,1705,23358,10039
2285,City of Brookings - (SD),SD,2012,12,1883,23630,10060
2548,City of Burlington Electric - (VT),VT,2012,1,4200,28953,20068
2548,City of Burlington Electric - (VT),VT,2012,2,3882,26830,20051
2548,City of Burlington Electric - (VT),VT,2012,3,3997,27285,20082
2548,City of Burlington Electric - (VT),VT,2012,4,3515,25945,20100
2548,City of Burlington Electric - (VT),VT,2012,5,3682,27298,20236
2548,City of Burlington Electric - (VT),VT,2012,6,4343,29759,21248
2548,City of Burlington Electric - (VT),VT,2012,7,4692,32768,20301
2548,City of Burlington Electric - (VT),VT,2012,8,4584,32471,20503
2548,City of Burlington Electric - (VT),VT,2012,9,4142,28834,20397
2548,City of Burlington Electric - (VT),VT,2012,10,3609,27623,20341
2548,City of Burlington Electric - (VT),VT,2012,11,3528,26906,20256
2548,City of Burlington Electric - (VT),VT,2012,12,3692,28850,20219
3046,Progress Energy Carolinas Inc,NC,2012,1,280947.25,3180521.75,1283552
3046,Progress Energy Carolinas Inc,SC,2012,1,44243.02,537069.33,166224
3046,Progress Energy Carolinas Inc,NC,2012,2,253288.3,2847826.27,1284622
3046,Progress Energy Carolinas Inc,SC,2012,2,39855.02,455734.46,166495
3046,Progress Energy Carolinas Inc,NC,2012,3,241133.91,2752684.65,1285479
3046,Progress Energy Carolinas Inc,SC,2012,3,37499.5,436461.61,166636
3046,Progress Energy Carolinas Inc,NC,2012,4,221676.14,2585371.18,1285958
3046,Progress Energy Carolinas Inc,SC,2012,4,36690.78,481902.92,166700
3046,Progress Energy Carolinas Inc,NC,2012,5,251564.22,2991772.07,1286462
3046,Progress Energy Carolinas Inc,SC,2012,5,39518.52,466078.75,166740
3046,Progress Energy Carolinas Inc,NC,2012,6,278258.77,3186812.63,1287037
3046,Progress Energy Carolinas Inc,SC,2012,6,40014.92,446924.53,166771
3046,Progress Energy Carolinas Inc,NC,2012,7,345751.82,3701009.16,1287589
3046,Progress Energy Carolinas Inc,SC,2012,7,52007.72,672148.39,166792
3046,Progress Energy Carolinas Inc,NC,2012,8,329813.68,3557178.07,1288190
3046,Progress Energy Carolinas Inc,SC,2012,8,46377.28,540269.6,166804
3046,Progress Energy Carolinas Inc,NC,2012,9,280285.55,2973652.3,1288720
3046,Progress Energy Carolinas Inc,SC,2012,9,39267.32,435110.63,166789
3046,Progress Energy Carolinas Inc,NC,2012,10,244225.94,2793354.02,1289125
3046,Progress Energy Carolinas Inc,SC,2012,10,38535.43,531302.41,166767
