UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),COM_REV (Thousand $),COM_SALES (MwH),IND_REV (Thousand $),IND_SALES (MwH),OTH_REV (Thousand $),OTH_SALES (MwH),TOT_REV (Thousand $),TOT_SALES (MwH)
733,Appalachian Power Co,VA,1993,3,27428,511750,9628,198370,15672,419700,2328,49146,55056,1178966
733,Appalachian Power Co,WV,1993,3,25360,453922,12981,234323,14519,365781,241,2967,53101,1056993
733,Appalachian Power Co,VA,1993,4,21151,374409,8329,169538,15356,416672,2032,41296,46868,1001915
733,Appalachian Power Co,WV,1993,4,18732,317169,11136,193703,14871,352583,239,2598,44978,866053
733,Appalachian Power Co,VA,1993,5,18608,287943,9389,183078,17281,441140,2127,42373,47405,954534
733,Appalachian Power Co,WV,1993,5,16220,260383,12257,211844,13159,351384,242,2410,41878,826021
733,Appalachian Power Co,VA,1993,6,20433,331012,10016,203792,16531,447392,2243,44636,49223,1026832
733,Appalachian Power Co,WV,1993,6,17662,288761,13067,233433,13657,349643,241,2263,44627,874100
733,Appalachian Power Co,VA,1993,7,26028,458866,11430,239661,15923,407583,2206,42350,55587,1148460
733,Appalachian Power Co,WV,1993,7,24432,422932,14487,268143,13100,311212,239,2371,52258,1004658
733,Appalachian Power Co,VA,1993,8,23578,408765,10619,219559,16863,458664,2141,41008,53201,1127996
733,Appalachian Power Co,WV,1993,8,22196,378887,14037,257599,14086,356744,239,2512,50558,995742
733,Appalachian Power Co,VA,1993,9,18945,323288,9250,194863,15288,416005,2113,42294,45596,976450
733,Appalachian Power Co,WV,1993,9,18444,312298,12537,230114,13144,339883,237,2621,44362,884916
733,Appalachian Power Co,VA,1993,10,20154,325042,9799,191570,17500,457005,2445,47311,49898,1020928
733,Appalachian Power Co,WV,1993,10,17714,284909,13591,234058,14931,375854,252,3248,46488,898069
733,Appalachian Power Co,VA,1993,11,25350,437904,9707,190339,16113,434152,2540,50007,53710,1112402
733,Appalachian Power Co,WV,1993,11,21958,378188,12554,217919,13311,344287,245,3295,48068,943689
733,Appalachian Power Co,VA,1993,12,32179,596725,10454,219527,15753,430922,2706,54745,61092,1301919
733,Appalachian Power Co,WV,1993,12,27664,503071,13687,258680,13988,369384,254,3716,55593,1134851
803,Arizona Public Service Co,AZ,1993,1,54904,571154,46926,524879,14400,238049,977,6207,117207,1340289
803,Arizona Public Service Co,AZ,1993,2,45843,459846,45353,506889,14389,226667,930,9218,106515,1202620
803,Arizona Public Service Co,AZ,1993,3,41517,406221,43664,480078,14180,223730,980,2969,100341,1112998
803,Arizona Public Service Co,AZ,1993,4,37605,358327,44431,493141,15717,257979,866,6289,98619,1115736
803,Arizona Public Service Co,AZ,1993,5,47095,406647,50597,573425,15815,251770,771,7637,114278,1239479
803,Arizona Public Service Co,AZ,1993,6,60136,536427,60713,643141,16488,256947,926,5978,138263,1442493
803,Arizona Public Service Co,AZ,1993,7,76404,692982,66072,703125,17422,270409,965,6131,160863,1672647
803,Arizona Public Service Co,AZ,1993,8,78850,719058,65438,693630,17787,275783,940,5989,163015,1694460
803,Arizona Public Service Co,AZ,1993,9,74936,682521,65601,696488,17364,268801,936,6086,158837,1653896
803,Arizona Public Service Co,AZ,1993,10,57233,507660,59902,628329,16202,250265,954,6160,134291,1392414
803,Arizona Public Service Co,AZ,1993,11,41093,399794,49184,551416,14457,244663,965,6256,105699,1202129
803,Arizona Public Service Co,AZ,1993,12,49645,506365,48140,545485,14221,237698,927,6255,112933,1295803
814,Arkansas Power & Light Co,AR,1993,1,44040,507227,22777,320354,24787,449689,1299,19109,92903,1296379
814,Arkansas Power & Light Co,AR,1993,2,37768,434260,20468,282476,23494,434204,1306,17978,83036,1168918
814,Arkansas Power & Light Co,AR,1993,3,37104,428788,20553,284971,22097,411036,1226,17586,80980,1142381
814,Arkansas Power & Light Co,AR,1993,4,33160,366582,20009,267653,23318,435148,1164,16405,77651,1085788
814,Arkansas Power & Light Co,AR,1993,5,30723,333974,22043,305537,23355,450400,1292,19075,77413,1108986
814,Arkansas Power & Light Co,AR,1993,6,39745,404826,27241,345715,28986,461815,1491,18190,97463,1230546
814,Arkansas Power & Light Co,AR,1993,7,60994,636659,32871,433736,34748,529721,1612,22644,130225,1622760
814,Arkansas Power & Light Co,AR,1993,8,73066,757020,35113,461716,36668,553672,1671,22806,146518,1795214
814,Arkansas Power & Light Co,AR,1993,9,63883,647072,35002,431112,35698,459453,1720,22011,136303,1559648
814,Arkansas Power & Light Co,AR,1993,10,36760,385411,26644,342994,29153,486007,1378,18602,93935,1233014
814,Arkansas Power & Light Co,AR,1993,11,32727,349688,22082,291204,27722,486836,1247,17126,83778,1144854
814,Arkansas Power & Light Co,AR,1993,12,38758,428559,21939,296690,26828,470278,1263,17095,88788,1212622
817,Arkansas Valley Elec Coop Corp,AR,1993,1,2879,37203,319,4108,603,13328,33,390,3834,55029
817,Arkansas Valley Elec Coop Corp,AR,1993,2,2508,34785,283,3997,527,13900,30,388,3348,53070
817,Arkansas Valley Elec Coop Corp,AR,1993,3,2286,31745,282,3930,528,13612,30,384,3126,49671
817,Arkansas Valley Elec Coop Corp,AR,1993,4,2349,30929,278,3702,554,13452,28,343,3209,48426
817,Arkansas Valley Elec Coop Corp,AR,1993,5,1957,24818,286,3907,548,14031,25,304,2816,43060
817,Arkansas Valley Elec Coop Corp,AR,1993,6,2101,26646,309,4032,615,14373,12,360,3037,45411
817,Arkansas Valley Elec Coop Corp,AR,1993,7,2883,39660,340,4717,588,15108,37,481,3848,59966
817,Arkansas Valley Elec Coop Corp,AR,1993,8,3521,51567,377,6454,586,14388,45,627,4529,73036
817,Arkansas Valley Elec Coop Corp,AR,1993,9,3190,46546,376,5483,551,14078,45,638,4162,66745
817,Arkansas Valley Elec Coop Corp,AR,1993,10,2057,27599,309,4461,539,14775,35,459,2940,47294
817,Arkansas Valley Elec Coop Corp,AR,1993,11,2126,28332,284,3951,538,14198,31,392,2979,46873
817,Arkansas Valley Elec Coop Corp,AR,1993,12,2335,32676,296,4198,494,13447,32,415,3157,50736
963,Atlantic City Electric Company,NJ,1993,1,34176,324479,24228,255967,7366,91417,880,5052,66650,676915
963,Atlantic City Electric Company,NJ,1993,2,33015,313653,23636,252431,7398,96961,810,4411,64859,667456
963,Atlantic City Electric Company,NJ,1993,3,34291,327317,24586,263279,7752,97013,910,4625,67539,692234
963,Atlantic City Electric Company,NJ,1993,4,30052,283107,22723,239644,7970,97577,859,3683,61604,624011
963,Atlantic City Electric Company,NJ,1993,5,24099,219192,22801,239431,7670,103607,897,3478,55467,565708
963,Atlantic City Electric Company,NJ,1993,6,24990,219301,26005,270243,8759,112196,881,3260,60635,605000
963,Atlantic City Electric Company,NJ,1993,7,40614,334831,31764,320721,9256,113427,907,3409,82541,772388
963,Atlantic City Electric Company,NJ,1993,8,45265,371406,32584,330318,9187,111571,904,3734,87940,817029
963,Atlantic City Electric Company,NJ,1993,9,42120,346588,32142,328295,9415,115081,870,4033,84547,793997
963,Atlantic City Electric Company,NJ,1993,10,29942,252864,27022,268145,9195,114397,891,4439,67050,639845
963,Atlantic City Electric Company,NJ,1993,11,26051,234632,24055,247849,9295,108690,873,4811,60274,595982
963,Atlantic City Electric Company,NJ,1993,12,29253,268351,23542,243217,7548,99134,894,5146,61237,615848
1130,Baker Electric Coop Inc,ND,1993,1,704,11974,119,1545,63,1124,37,762,923,15405
1130,Baker Electric Coop Inc,ND,1993,2,658,10873,124,1629,65,1210,36,709,883,14421
1130,Baker Electric Coop Inc,ND,1993,3,628,10235,119,1555,65,1239,30,355,842,13384
1130,Baker Electric Coop Inc,ND,1993,4,560,8593,113,1378,62,1153,28,476,763,11600
1130,Baker Electric Coop Inc,ND,1993,5,463,6119,100,1162,55,945,36,691,654,8917
1130,Baker Electric Coop Inc,ND,1993,6,413,4771,103,1149,56,1002,36,660,608,7582
1130,Baker Electric Coop Inc,ND,1993,7,394,4210,89,1052,57,1096,34,695,574,7053
1130,Baker Electric Coop Inc,ND,1993,8,403,4131,93,1012,55,1035,35,612,586,6790
1130,Baker Electric Coop Inc,ND,1993,9,419,4731,94,984,48,709,38,741,599,7165
1130,Baker Electric Coop Inc,ND,1993,10,553,8314,88,979,55,973,38,799,734,11065
1130,Baker Electric Coop Inc,ND,1993,11,556,8658,101,1138,55,950,53,1052,765,11798
1130,Baker Electric Coop Inc,ND,1993,12,488,9680,109,1306,61,1123,41,931,699,13040
1167,Baltimore Gas & Electric Co,MD,1993,1,77857,1009092,17185,233655,58688,1120282,2794,30144,156524,2393173
1167,Baltimore Gas & Electric Co,MD,1993,2,74026,964281,17754,239884,55121,1051594,2967,35554,149868,2291313
1167,Baltimore Gas & Electric Co,MD,1993,3,76846,1008655,16438,221444,54234,1031405,3288,44167,150806,2305671
1167,Baltimore Gas & Electric Co,MD,1993,4,58057,735872,13920,184393,48708,924654,3183,37225,123868,1882144
1167,Baltimore Gas & Electric Co,MD,1993,5,61946,645069,17563,192536,57121,1050325,3150,37790,139780,1925720
1167,Baltimore Gas & Electric Co,MD,1993,6,81508,797845,23317,228045,84451,1151723,3581,34405,192857,2212018
1167,Baltimore Gas & Electric Co,MD,1993,7,113452,1113122,27856,273062,99127,1262423,3632,36622,244067,2685229
1167,Baltimore Gas & Electric Co,MD,1993,8,106586,1040663,26362,257421,96516,1289212,3677,39121,233141,2626417
1167,Baltimore Gas & Electric Co,MD,1993,9,79201,837560,18590,205444,79474,1027109,3505,36492,180770,2106605
1167,Baltimore Gas & Electric Co,MD,1993,10,57240,667972,14969,191020,55795,1014293,3085,37191,131089,1910476
1167,Baltimore Gas & Electric Co,MD,1993,11,63932,774514,15197,196532,54621,1008069,3112,38826,136862,2017941
1167,Baltimore Gas & Electric Co,MD,1993,12,80994,1019590,17815,235247,58804,1115106,3269,45222,160882,2415165
1179,Bangor Hydro-Electric Co,ME,1993,1,7069,52331,1806,14212,6462,74211,735,6588,16072,147342
1179,Bangor Hydro-Electric Co,ME,1993,2,6448,47867,1682,13148,6097,68751,780,6846,15007,136612
1179,Bangor Hydro-Electric Co,ME,1993,3,5707,48028,1484,12968,5591,73065,679,6294,13461,140355
1179,Bangor Hydro-Electric Co,ME,1993,4,4917,40948,1294,11157,5495,73682,654,5744,12360,131531
1179,Bangor Hydro-Electric Co,ME,1993,5,4430,36838,1282,11036,5469,73485,621,5687,11802,127046
1179,Bangor Hydro-Electric Co,ME,1993,6,4538,37739,1278,10974,5511,75559,647,5748,11974,130020
1179,Bangor Hydro-Electric Co,ME,1993,7,4484,37466,1464,12733,5878,78211,616,5546,12442,133956
1179,Bangor Hydro-Electric Co,ME,1993,8,5190,43221,1546,13414,6082,81701,702,6391,13520,144727
1179,Bangor Hydro-Electric Co,ME,1993,9,4299,35979,1302,11310,5733,78642,755,6265,12089,132196
1179,Bangor Hydro-Electric Co,ME,1993,10,5086,42267,1345,11564,5644,74387,699,6600,12774,134818
1179,Bangor Hydro-Electric Co,ME,1993,11,5538,43244,1407,11624,5677,77971,555,5497,13177,138336
1179,Bangor Hydro-Electric Co,ME,1993,12,6387,50148,1507,12532,5893,76319,696,6695,14483,145694
1613,Berkeley Electric Coop Inc,SC,1993,1,4730,62743,538,6984,281,4660,206,2607,5755,76994
1613,Berkeley Electric Coop Inc,SC,1993,2,4999,66471,543,7110,274,4519,229,2916,6045,81016
1613,Berkeley Electric Coop Inc,SC,1993,3,5094,64470,531,6797,315,4824,239,2871,6179,78962
1613,Berkeley Electric Coop Inc,SC,1993,4,3605,51279,466,6583,263,4818,194,2576,4528,65256
1613,Berkeley Electric Coop Inc,SC,1993,5,3789,44479,556,6665,325,4858,216,2520,4886,58522
1613,Berkeley Electric Coop Inc,SC,1993,6,4799,57370,668,8078,369,5607,235,2847,6071,73902
1613,Berkeley Electric Coop Inc,SC,1993,7,5666,79793,725,10229,360,6936,183,2558,6934,99516
1613,Berkeley Electric Coop Inc,SC,1993,8,5432,84953,606,9350,293,6296,181,2762,6512,103361
1613,Berkeley Electric Coop Inc,SC,1993,9,4861,77285,579,9170,260,5702,209,3403,5909,95560
1613,Berkeley Electric Coop Inc,SC,1993,10,3593,56540,507,8131,254,5592,183,2991,4537,73254
1613,Berkeley Electric Coop Inc,SC,1993,11,3925,47684,560,6907,318,4937,218,2680,5021,62208
1613,Berkeley Electric Coop Inc,SC,1993,12,5029,56436,614,6803,360,4974,237,2622,6240,70835
1738,Bonneville Power Admin,MT,1993,1,0,0,0,0,3817,215044,682,27326,4499,242370
1738,Bonneville Power Admin,OR,1993,1,0,0,0,0,4140,215230,21,818,4161,216048
1738,Bonneville Power Admin,WA,1993,1,0,0,0,0,25562,1415202,2106,84422,27668,1499624
1738,Bonneville Power Admin,MT,1993,2,0,0,0,0,3055,165067,635,23673,3690,188740
1738,Bonneville Power Admin,OR,1993,2,0,0,0,0,3960,199160,18,699,3978,199859
1738,Bonneville Power Admin,WA,1993,2,0,0,0,0,21520,1147735,1807,69292,23327,1217027
1738,Bonneville Power Admin,MT,1993,3,0,0,0,0,3292,192312,523,19682,3815,211994
1738,Bonneville Power Admin,OR,1993,3,0,0,0,0,5247,263478,15,518,5262,263996
1738,Bonneville Power Admin,WA,1993,3,0,0,0,0,22913,1285999,1770,73934,24683,1359933
1738,Bonneville Power Admin,MT,1993,4,0,0,0,0,3369,187272,286,12638,3655,199910
1738,Bonneville Power Admin,OR,1993,4,0,0,0,0,5291,274976,11,468,5302,275444
1738,Bonneville Power Admin,WA,1993,4,0,0,0,0,23243,1275394,1367,63628,24610,1339022
1738,Bonneville Power Admin,MT,1993,5,0,0,0,0,3428,193115,263,11513,3691,204628
1738,Bonneville Power Admin,OR,1993,5,0,0,0,0,5852,309722,8,319,5860,310041
1738,Bonneville Power Admin,WA,1993,5,0,0,0,0,24587,1376812,1266,60823,25853,1437635
1738,Bonneville Power Admin,MT,1993,6,0,0,0,0,3366,187384,290,12912,3656,200296
1738,Bonneville Power Admin,OR,1993,6,0,0,0,0,5727,300385,7,236,5734,300621
1738,Bonneville Power Admin,WA,1993,6,0,0,0,0,24396,1339914,1231,57697,25627,1397611
1738,Bonneville Power Admin,MT,1993,7,0,0,0,0,3422,192566,257,10754,3679,203320
1738,Bonneville Power Admin,OR,1993,7,0,0,0,0,5863,308455,7,206,5870,308661
1738,Bonneville Power Admin,WA,1993,7,0,0,0,0,24859,1379042,1226,57971,26085,1437013
1738,Bonneville Power Admin,MT,1993,8,0,0,0,0,3414,192055,275,12828,3689,204883
1738,Bonneville Power Admin,OR,1993,8,0,0,0,0,5494,267877,7,196,5501,268073
1738,Bonneville Power Admin,WA,1993,8,0,0,0,0,24298,1315969,1335,62942,25633,1378911
1738,Bonneville Power Admin,MT,1993,9,0,0,0,0,3359,186986,279,9999,3638,196985
1738,Bonneville Power Admin,OR,1993,9,0,0,0,0,4559,224755,6,207,4565,224962
1738,Bonneville Power Admin,WA,1993,9,0,0,0,0,24164,1280468,1612,65910,25776,1346378
1738,Bonneville Power Admin,MT,1993,10,0,0,0,0,4043,194302,381,11707,4424,206009
1738,Bonneville Power Admin,OR,1993,10,0,0,0,0,4826,213906,9,239,4835,214145
1738,Bonneville Power Admin,WA,1993,10,0,0,0,0,27031,1269001,1757,61813,28788,1330814
1738,Bonneville Power Admin,MT,1993,11,0,0,0,0,3984,188672,694,22413,4678,211085
1738,Bonneville Power Admin,OR,1993,11,0,0,0,0,4429,190622,16,478,4445,191100
1738,Bonneville Power Admin,WA,1993,11,0,0,0,0,25520,1173475,2124,70444,27644,1243919
1738,Bonneville Power Admin,MT,1993,12,0,0,0,0,4053,194158,680,23363,4733,217521
1738,Bonneville Power Admin,OR,1993,12,0,0,0,0,4567,198643,21,654,4588,199297
1738,Bonneville Power Admin,WA,1993,12,0,0,0,0,26053,1212886,2147,72768,28200,1285654
1796,Blackstone Valley Electric Co,RI,1993,1,4161,35854,3615,33123,3563,35876,166,1368,11505,106221
1796,Blackstone Valley Electric Co,RI,1993,2,3751,32099,3553,33560,3819,39253,162,1117,11285,106029
1796,Blackstone Valley Electric Co,RI,1993,3,3759,32140,3598,34161,3818,39258,158,1061,11333,106620
1796,Blackstone Valley Electric Co,RI,1993,4,3463,29231,3624,34994,3791,38338,160,897,11038,103460
1796,Blackstone Valley Electric Co,RI,1993,5,3153,26414,3244,29872,3840,39214,157,782,10394,96282
1796,Blackstone Valley Electric Co,RI,1993,6,3256,26684,3351,31484,3776,39542,163,688,10546,98398
1796,Blackstone Valley Electric Co,RI,1993,7,4012,32254,3832,35290,3550,34983,166,731,11560,103258
1796,Blackstone Valley Electric Co,RI,1993,8,4314,34835,3972,36476,3946,40364,169,846,12401,112521
1796,Blackstone Valley Electric Co,RI,1993,9,4212,33972,3920,36469,4124,42016,170,946,12426,113403
1796,Blackstone Valley Electric Co,RI,1993,10,3588,28555,3565,32887,4057,39783,147,1118,11357,102343
1796,Blackstone Valley Electric Co,RI,1993,11,3645,29095,3378,30867,3804,38821,175,1206,11002,99989
1796,Blackstone Valley Electric Co,RI,1993,12,4125,33219,3544,32519,3784,37324,176,1306,11629,104368
1998,Boston Edison Co,MA,1993,1,38857,351205,53848,628576,10281,127938,2970,27742,105956,1135461
1998,Boston Edison Co,MA,1993,2,37541,334575,54758,618998,9832,120839,2900,26642,105031,1101054
1998,Boston Edison Co,MA,1993,3,36736,331640,54693,635415,10591,134247,2870,26398,104890,1127700
1998,Boston Edison Co,MA,1993,4,33301,294470,52439,593044,10421,128194,2922,27269,99083,1042977
1998,Boston Edison Co,MA,1993,5,28614,246697,50625,553097,10606,127412,2496,18706,92341,945912
1998,Boston Edison Co,MA,1993,6,28454,241774,60879,584245,13066,142098,2819,21854,105218,989971
1998,Boston Edison Co,MA,1993,7,31346,278126,77694,677295,15336,151773,2828,21407,127204,1128601
1998,Boston Edison Co,MA,1993,8,32949,283553,75411,644305,13617,126152,2833,21817,124810,1075827
1998,Boston Edison Co,MA,1993,9,32321,277670,75019,661648,14548,147043,1863,10378,123751,1096739
1998,Boston Edison Co,MA,1993,10,30395,261559,60180,573889,11942,129917,1908,11754,104425,977119
1998,Boston Edison Co,MA,1993,11,31590,264386,51379,551663,10701,126736,2015,12398,95685,955183
1998,Boston Edison Co,MA,1993,12,37758,321716,54667,621372,10456,128320,2100,13638,104981,1085046
2008,City of Boulder City,NV,1993,1,330,8324,123,2719,0,0,0,0,453,11043
2008,City of Boulder City,NV,1993,2,269,6835,135,2751,0,0,0,0,404,9586
2008,City of Boulder City,NV,1993,3,188,4741,108,2126,0,0,0,0,296,6867
2008,City of Boulder City,NV,1993,4,183,4602,115,2264,0,0,0,0,298,6866
2008,City of Boulder City,NV,1993,5,237,6059,138,2729,0,0,0,0,375,8788
2008,City of Boulder City,NV,1993,6,316,8116,145,2867,0,0,0,0,461,10983
2008,City of Boulder City,NV,1993,7,396,10146,165,3315,0,0,0,0,561,13461
2008,City of Boulder City,NV,1993,8,437,11264,186,3786,0,0,0,0,623,15050
2008,City of Boulder City,NV,1993,9,314,8145,178,3588,0,0,0,0,492,11733
2008,City of Boulder City,NV,1993,10,194,4935,140,2750,0,0,0,0,334,7685
2008,City of Boulder City,NV,1993,11,221,5600,123,2419,0,0,0,0,344,8019
2008,City of Boulder City,NV,1993,12,289,7302,128,2527,0,0,0,0,417,9829
2247,Bristol City of,TN,1993,1,2354,43722,281,4353,1247,25163,60,650,3942,73888
2247,Bristol City of,TN,1993,2,2354,43722,282,4354,1247,25163,60,650,3943,73889
2247,Bristol City of,TN,1993,3,2646,49315,301,4721,1301,25862,58,650,4306,80548
2247,Bristol City of,TN,1993,4,1747,32229,247,3772,1229,24470,59,663,3282,61134
2247,Bristol City of,TN,1993,5,1350,23898,262,4088,1348,26998,56,668,3016,55652
2247,Bristol City of,TN,1993,6,1350,23898,262,4088,1348,26998,56,668,3016,55652
2247,Bristol City of,TN,1993,7,1746,31504,296,4603,1399,27636,56,671,3497,64414
2247,Bristol City of,TN,1993,8,1509,26966,274,4317,1419,28537,55,662,3257,60482
2247,Bristol City of,TN,1993,9,1500,26796,263,4078,1442,29394,62,665,3267,60933
2247,Bristol City of,TN,1993,10,1306,23074,215,3298,1259,25686,49,680,2829,52738
2247,Bristol City of,TN,1993,11,1783,32982,232,3753,1277,26694,57,666,3349,64095
2247,Bristol City of,TN,1993,12,2330,43379,270,4426,1328,27408,54,666,3982,75879
2285,Brookings City of,SD,1993,1,298,7647,176,3680,245,5632,66,1361,785,18320
2285,Brookings City of,SD,1993,2,219,5438,143,2945,198,5046,57,1080,617,14509
2285,Brookings City of,SD,1993,3,261,6609,171,3554,233,5847,63,1256,728,17266
2285,Brookings City of,SD,1993,4,213,5244,143,2942,224,5524,58,1098,638,14808
2285,Brookings City of,SD,1993,5,161,3800,125,2542,207,4912,52,890,545,12144
2285,Brookings City of,SD,1993,6,161,3789,131,2669,228,5563,58,1067,578,13088
2285,Brookings City of,SD,1993,7,178,4270,142,2930,257,6373,64,1238,641,14811
2285,Brookings City of,SD,1993,8,169,4018,128,2618,238,5744,59,1102,594,13482
2285,Brookings City of,SD,1993,9,186,4472,147,3029,232,5602,60,1191,625,14294
2285,Brookings City of,SD,1993,10,164,3857,131,2660,227,5531,56,1044,578,13092
